league,season,team,player,nation,pos,age,born,90s,standard_gls,standard_sh,standard_sot,standard_sot_1,standard_sh_90,standard_sot_90,standard_g_sh,standard_g_sot,standard_pk,standard_pkatt
NED-Eredivisie,2425,Heracles Almelo,Justin Hoogma,NED,DF,26.0,1998.0,2.8,2,4,2,50.0,1.42,0.71,0.5,1.0,0,0
NED-Eredivisie,2425,Heracles Almelo,Lorenzo Milani,ITA,DF,23.0,2001.0,3.1,0,3,0,0.0,0.98,0.0,0.0,,0,0
NED-Eredivisie,2425,Heracles Almelo,Luka Kulenović,BIH,FW,24.0,1999.0,16.2,9,39,20,51.3,2.41,1.24,0.23,0.45,0,0
NED-Eredivisie,2425,Heracles Almelo,Mario Engels,GER,"MF,FW",30.0,1993.0,24.1,4,35,12,34.3,1.45,0.5,0.11,0.33,0,0
NED-Eredivisie,2425,Heracles Almelo,Mats Rots,NED,DF,18.0,2006.0,14.6,1,16,2,12.5,1.09,0.14,0.06,0.5,0,0
NED-Eredivisie,2425,Heracles Almelo,Mimeirhel Benita,NED,DF,20.0,2003.0,22.6,0,11,6,54.5,0.49,0.26,0.0,0.0,0,0
NED-Eredivisie,2425,Heracles Almelo,Ruben Roosken,NED,DF,24.0,2000.0,13.6,1,7,1,14.3,0.52,0.07,0.14,1.0,0,0
NED-Eredivisie,2425,Heracles Almelo,Sem Scheperman,NED,MF,22.0,2002.0,18.2,1,10,4,40.0,0.55,0.22,0.1,0.25,0,0
NED-Eredivisie,2425,Heracles Almelo,Shiloh 't Zand,NED,"MF,FW",21.0,2003.0,11.2,1,25,13,52.0,2.23,1.16,0.04,0.08,0,0
NED-Eredivisie,2425,Heracles Almelo,Suf Podgoreanu,ISR,MF,22.0,2002.0,26.0,1,42,10,23.8,1.62,0.39,0.02,0.1,0,0
NED-Eredivisie,2425,Heracles Almelo,Thomas Bruns,NED,MF,32.0,1992.0,12.8,3,24,7,29.2,1.87,0.55,0.13,0.43,0,0
NED-Eredivisie,2425,NAC Breda,Adam Kayed,PLE,MF,22.0,2002.0,5.2,1,8,2,25.0,1.55,0.39,0.13,0.5,0,0
NED-Eredivisie,2425,NAC Breda,Boy Kemper,NED,DF,25.0,1999.0,26.7,1,14,8,57.1,0.52,0.3,0.07,0.13,0,0
NED-Eredivisie,2425,NAC Breda,Boyd Lucassen,NED,"DF,MF",26.0,1998.0,13.6,1,5,4,80.0,0.37,0.29,0.2,0.25,0,0
NED-Eredivisie,2425,NAC Breda,Casper Staring,NED,MF,23.0,2001.0,7.0,0,1,0,0.0,0.14,0.0,0.0,,0,0
NED-Eredivisie,2425,NAC Breda,Cherrion Valerius,CUW,DF,18.0,2005.0,13.3,0,4,0,0.0,0.3,0.0,0.0,,0,0
NED-Eredivisie,2425,NAC Breda,Clint Leemans,NED,MF,28.0,1995.0,18.8,3,25,11,44.0,1.33,0.58,0.08,0.18,1,1
NED-Eredivisie,2425,NAC Breda,Daniel Bielica,POL,GK,25.0,1999.0,32.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,NAC Breda,Dion Versluis,NED,,21.0,2003.0,0.2,0,1,0,0.0,5.0,0.0,0.0,,0,0
NED-Eredivisie,2425,NAC Breda,Dominik Janošek,CZE,MF,26.0,1998.0,12.9,2,36,10,27.8,2.8,0.78,0.03,0.1,1,1
NED-Eredivisie,2425,NAC Breda,Elías Már Ómarsson,ISL,FW,29.0,1995.0,25.5,8,59,21,35.6,2.31,0.82,0.14,0.38,0,0
NED-Eredivisie,2425,NAC Breda,Enes Mahmutovic,LUX,DF,27.0,1997.0,7.9,0,3,0,0.0,0.38,0.0,0.0,,0,0
NED-Eredivisie,2425,NAC Breda,Fredrik Oldrup Jensen,NOR,MF,31.0,1993.0,14.3,0,10,2,20.0,0.7,0.14,0.0,0.0,0,0
NED-Eredivisie,2425,NAC Breda,Jan Van den Bergh,BEL,DF,29.0,1994.0,30.0,2,26,9,34.6,0.87,0.3,0.08,0.22,0,0
NED-Eredivisie,2425,NAC Breda,Kacper Kostorz,POL,"MF,FW",24.0,1999.0,6.3,3,16,11,68.8,2.56,1.76,0.19,0.27,0,0
NED-Eredivisie,2425,NAC Breda,Kamal Sowah,GHA,"MF,FW",24.0,2000.0,9.5,0,14,1,7.1,1.47,0.1,0.0,0.0,0,0
NED-Eredivisie,2425,NAC Breda,Kostas Lamprou,GRE,GK,32.0,1991.0,1.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,NAC Breda,Lars Mol,NED,MF,19.0,2004.0,2.7,0,6,2,33.3,2.19,0.73,0.0,0.0,0,0
NED-Eredivisie,2425,NAC Breda,Leo Greiml,AUT,DF,23.0,2001.0,28.7,2,19,5,26.3,0.66,0.17,0.11,0.4,0,0
NED-Eredivisie,2425,NAC Breda,Leo Sauer,SVK,"MF,FW",18.0,2005.0,27.6,7,66,21,31.8,2.39,0.76,0.09,0.29,1,1
NED-Eredivisie,2425,NAC Breda,Manu Royo,ESP,DF,30.0,1994.0,1.2,0,2,0,0.0,1.7,0.0,0.0,,0,0
NED-Eredivisie,2425,NAC Breda,Martin Koscelník,SVK,"DF,MF",29.0,1995.0,1.2,0,1,0,0.0,0.86,0.0,0.0,,0,0
NED-Eredivisie,2425,NAC Breda,Matt Garbett,NZL,"MF,FW",22.0,2002.0,6.4,1,7,2,28.6,1.09,0.31,0.14,0.5,0,0
NED-Eredivisie,2425,NAC Breda,Max Balard,AUS,MF,23.0,2000.0,32.6,1,6,2,33.3,0.18,0.06,0.17,0.5,0,0
NED-Eredivisie,2425,NAC Breda,Maxime Busi,BEL,DF,24.0,1999.0,9.6,0,5,0,0.0,0.52,0.0,0.0,,0,0
NED-Eredivisie,2425,NAC Breda,Raul Paula,GER,"MF,FW",20.0,2004.0,8.2,0,14,3,21.4,1.7,0.36,0.0,0.0,0,0
NED-Eredivisie,2425,NAC Breda,Roy Kortsmit,NED,GK,31.0,1992.0,1.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,NAC Breda,Roy Kuijpers,NED,MF,24.0,2000.0,2.6,0,9,1,11.1,3.45,0.38,0.0,0.0,0,0
NED-Eredivisie,2425,NAC Breda,Saná Fernandes,POR,"FW,MF",18.0,2006.0,5.5,1,12,3,25.0,2.17,0.54,0.08,0.33,0,0
NED-Eredivisie,2425,NAC Breda,Sydney van Hooijdonk,NED,FW,24.0,2000.0,11.0,1,23,9,39.1,2.1,0.82,0.04,0.11,0,0
NED-Eredivisie,2425,NAC Breda,Terence Kongolo,NED,DF,30.0,1994.0,9.8,0,3,1,33.3,0.3,0.1,0.0,0.0,0,0
NED-Eredivisie,2425,NEC Nijmegen,Argyris Darelas,GRE,MF,20.0,2003.0,0.5,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,NEC Nijmegen,Bart van Rooij,NED,DF,23.0,2001.0,2.0,0,1,0,0.0,0.51,0.0,0.0,,0,0
NED-Eredivisie,2425,NEC Nijmegen,Basar Onal,TUR,MF,20.0,2004.0,15.4,1,28,11,39.3,1.82,0.71,0.04,0.09,0,0
NED-Eredivisie,2425,NEC Nijmegen,Bram Nuytinck,NED,DF,34.0,1990.0,18.8,1,13,4,30.8,0.69,0.21,0.08,0.25,0,0
NED-Eredivisie,2425,NEC Nijmegen,Brayann Pereira,FRA,DF,21.0,2003.0,23.3,3,9,5,55.6,0.39,0.21,0.33,0.6,0,0
NED-Eredivisie,2425,NEC Nijmegen,Bryan Linssen,NED,FW,33.0,1990.0,9.0,4,28,10,35.7,3.13,1.12,0.14,0.4,0,0
NED-Eredivisie,2425,NEC Nijmegen,Calvin Verdonk,IDN,DF,27.0,1997.0,31.7,1,26,5,19.2,0.82,0.16,0.04,0.2,0,0
NED-Eredivisie,2425,NEC Nijmegen,Dirk Proper,NED,MF,22.0,2002.0,24.0,0,17,4,23.5,0.71,0.17,0.0,0.0,0,0
NED-Eredivisie,2425,NEC Nijmegen,Iván Márquez,ESP,DF,30.0,1994.0,24.6,2,12,3,25.0,0.49,0.12,0.17,0.67,0,0
NED-Eredivisie,2425,NEC Nijmegen,Kento Shiogai,JPN,FW,19.0,2005.0,6.2,4,23,8,34.8,3.7,1.29,0.17,0.5,0,0
NED-Eredivisie,2425,NEC Nijmegen,Kodai Sano,JPN,MF,20.0,2003.0,21.9,2,28,6,21.4,1.28,0.27,0.07,0.33,0,0
NED-Eredivisie,2425,NEC Nijmegen,Kōki Ogawa,JPN,FW,26.0,1997.0,17.8,7,51,17,33.3,2.87,0.96,0.12,0.35,1,1
NED-Eredivisie,2425,NEC Nijmegen,Lars Olden Larsen,NOR,"MF,FW",25.0,1998.0,3.8,0,7,0,0.0,1.84,0.0,0.0,,0,0
NED-Eredivisie,2425,NEC Nijmegen,Lasse Schöne,DEN,MF,38.0,1986.0,3.3,0,2,1,50.0,0.6,0.3,0.0,0.0,0,0
NED-Eredivisie,2425,NEC Nijmegen,Leftheris Lyratzis,GRE,DF,24.0,2000.0,7.6,0,5,3,60.0,0.66,0.39,0.0,0.0,0,0
NED-Eredivisie,2425,NEC Nijmegen,Mees Hoedemakers,NED,MF,26.0,1998.0,19.9,0,20,4,20.0,1.01,0.2,0.0,0.0,0,0
NED-Eredivisie,2425,NEC Nijmegen,Philippe Sandler,NED,DF,27.0,1997.0,15.6,0,5,0,0.0,0.32,0.0,0.0,,0,0
NED-Eredivisie,2425,NEC Nijmegen,Roberto González,ESP,MF,23.0,2001.0,10.9,2,26,11,42.3,2.38,1.01,0.08,0.18,0,0
NED-Eredivisie,2425,NEC Nijmegen,Robin Roefs,NED,GK,21.0,2003.0,32.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,NEC Nijmegen,Sami Ouaissa,NED,"MF,FW",19.0,2004.0,20.5,7,31,13,41.9,1.51,0.63,0.23,0.54,0,0
NED-Eredivisie,2425,NEC Nijmegen,Sontje Hansen,CUW,"MF,FW",22.0,2002.0,20.8,6,37,15,40.5,1.78,0.72,0.16,0.4,0,0
NED-Eredivisie,2425,NEC Nijmegen,Stijn van Gassel,NED,GK,27.0,1996.0,2.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,NEC Nijmegen,Thomas Ouwejan,NED,"MF,DF",27.0,1996.0,19.9,2,31,10,32.3,1.56,0.5,0.03,0.1,1,1
NED-Eredivisie,2425,NEC Nijmegen,Vito van Crooij,NED,"MF,FW",28.0,1996.0,21.0,9,35,18,51.4,1.67,0.86,0.23,0.44,1,1
NED-Eredivisie,2425,NEC Nijmegen,Yousri Sbai,NED,MF,19.0,2004.0,0.1,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,PSV,Adamo Nagalo,BFA,DF,21.0,2002.0,1.9,0,1,0,0.0,0.54,0.0,0.0,,0,0
NED-Eredivisie,2425,PSV,Armando Obispo,CUW,DF,25.0,1999.0,4.7,1,4,3,75.0,0.86,0.64,0.25,0.33,0,0
NED-Eredivisie,2425,PSV,Couhaib Driouech,MAR,"FW,MF",22.0,2002.0,3.0,2,13,4,30.8,4.29,1.32,0.15,0.5,0,0
NED-Eredivisie,2425,PSV,Esmir Bajraktarevic,BIH,MF,19.0,2005.0,0.3,0,2,0,0.0,7.5,0.0,0.0,,0,0
NED-Eredivisie,2425,PSV,Fredrik Oppegard,NOR,DF,21.0,2002.0,3.1,0,3,1,33.3,0.98,0.33,0.0,0.0,0,0
NED-Eredivisie,2425,PSV,Guus Til,NED,MF,26.0,1997.0,22.4,10,64,35,54.7,2.85,1.56,0.16,0.29,0,0
NED-Eredivisie,2425,PSV,Hirving Lozano,MEX,FW,29.0,1995.0,3.2,4,15,6,40.0,4.67,1.87,0.27,0.67,0,0
NED-Eredivisie,2425,PSV,Isaac Babadi,NED,MF,19.0,2005.0,1.9,1,4,3,75.0,2.06,1.54,0.25,0.33,0,0
NED-Eredivisie,2425,PSV,Ismael Saibari,MAR,MF,23.0,2001.0,19.8,11,84,37,44.0,4.24,1.87,0.13,0.3,0,0
NED-Eredivisie,2425,PSV,Ivan Perišić,CRO,"FW,MF",35.0,1989.0,20.0,9,42,19,45.2,2.1,0.95,0.21,0.47,0,0
NED-Eredivisie,2425,PSV,Jerdy Schouten,NED,MF,27.0,1997.0,14.4,1,7,4,57.1,0.49,0.28,0.14,0.25,0,0
NED-Eredivisie,2425,PSV,Joel Drommel,NED,GK,27.0,1996.0,0.5,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,PSV,Joey Veerman,NED,MF,25.0,1998.0,20.3,1,31,15,48.4,1.52,0.74,0.03,0.07,0,0
NED-Eredivisie,2425,PSV,Johan Bakayoko,BEL,"FW,MF",21.0,2003.0,17.5,9,60,27,45.0,3.42,1.54,0.15,0.33,0,0
NED-Eredivisie,2425,PSV,Jordan Teze,NED,"DF,MF",24.0,1999.0,0.4,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,PSV,Lucas Pérez,ESP,"FW,MF",35.0,1988.0,0.2,0,1,0,0.0,5.0,0.0,0.0,,0,0
NED-Eredivisie,2425,PSV,Luuk de Jong,NED,FW,33.0,1990.0,27.2,14,98,30,30.6,3.61,1.1,0.12,0.4,2,4
NED-Eredivisie,2425,PSV,Malik Tillman,USA,"MF,FW",22.0,2002.0,21.3,12,59,25,42.4,2.77,1.17,0.2,0.48,0,0
NED-Eredivisie,2425,PSV,Matteo Dams,BEL,DF,20.0,2004.0,10.2,0,4,1,25.0,0.39,0.1,0.0,0.0,0,0
NED-Eredivisie,2425,PSV,Mauro Júnior,BRA,"DF,MF",25.0,1999.0,22.3,0,21,6,28.6,0.94,0.27,0.0,0.0,0,0
NED-Eredivisie,2425,PSV,Michael Bresser,NED,DF,17.0,2007.0,0.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,PSV,Noa Lang,NED,"FW,MF",25.0,1999.0,21.0,11,63,24,38.1,2.99,1.14,0.17,0.46,0,0
NED-Eredivisie,2425,PSV,Olivier Boscagli,FRA,DF,26.0,1997.0,28.5,1,18,4,22.2,0.63,0.14,0.06,0.25,0,0
NED-Eredivisie,2425,PSV,Ricardo Pepi,USA,FW,21.0,2003.0,7.7,11,34,17,50.0,4.42,2.21,0.32,0.65,0,0
NED-Eredivisie,2425,PSV,Richy Ledezma,MEX,DF,23.0,2000.0,19.0,1,16,7,43.8,0.84,0.37,0.06,0.14,0,0
NED-Eredivisie,2425,PSV,Rick Karsdorp,NED,DF,29.0,1995.0,7.5,0,1,0,0.0,0.13,0.0,0.0,,0,0
NED-Eredivisie,2425,PSV,Ryan Flamingo,NED,DF,21.0,2002.0,32.7,0,24,4,16.7,0.73,0.12,0.0,0.0,0,0
NED-Eredivisie,2425,PSV,Sergiño Dest,USA,DF,23.0,2000.0,4.2,0,4,0,0.0,0.96,0.0,0.0,,0,0
NED-Eredivisie,2425,PSV,Tygo Land,NED,MF,18.0,2006.0,0.4,0,1,0,0.0,2.81,0.0,0.0,,0,0
NED-Eredivisie,2425,PSV,Tyrell Malacia,NED,DF,24.0,1999.0,4.3,0,3,0,0.0,0.7,0.0,0.0,,0,0
NED-Eredivisie,2425,PSV,Walter Benítez,ARG,GK,31.0,1993.0,33.5,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,PSV,Wessel Kuhn,NED,DF,17.0,2006.0,0.1,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,RKC Waalwijk,Aaron Meijers,NED,"DF,MF",36.0,1987.0,8.4,0,2,0,0.0,0.24,0.0,0.0,,0,0
NED-Eredivisie,2425,RKC Waalwijk,Alexander Jakobsen,EGY,"DF,MF",30.0,1994.0,0.8,0,1,0,0.0,1.29,0.0,0.0,,0,0
NED-Eredivisie,2425,RKC Waalwijk,Chris Lokesa,BEL,MF,19.0,2004.0,11.2,3,27,8,29.6,2.4,0.71,0.11,0.38,0,0
NED-Eredivisie,2425,RKC Waalwijk,Daouda Weidmann,CIV,MF,21.0,2003.0,8.8,0,7,0,0.0,0.8,0.0,0.0,,0,0
NED-Eredivisie,2425,RKC Waalwijk,Dario Van den Buijs,BEL,DF,28.0,1995.0,12.3,0,7,3,42.9,0.57,0.24,0.0,0.0,0,0
NED-Eredivisie,2425,RKC Waalwijk,Denilho Cleonise,NED,MF,22.0,2001.0,12.2,1,16,4,25.0,1.31,0.33,0.06,0.25,0,0
NED-Eredivisie,2425,RKC Waalwijk,Faissal Al Mazyani,BEL,DF,19.0,2005.0,18.2,0,14,2,14.3,0.77,0.11,0.0,0.0,0,0
NED-Eredivisie,2425,RKC Waalwijk,Godfried Roemeratoe,CUW,MF,24.0,1999.0,16.9,1,9,1,11.1,0.53,0.06,0.11,1.0,0,0
NED-Eredivisie,2425,RKC Waalwijk,Jeroen Houwen,NED,GK,28.0,1996.0,24.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,RKC Waalwijk,Joey Kesting,NED,GK,23.0,2001.0,3.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,RKC Waalwijk,Juan Carlos Familia,DOM,"DF,MF",24.0,2000.0,17.1,0,6,2,33.3,0.35,0.12,0.0,0.0,0,0
NED-Eredivisie,2425,RKC Waalwijk,Julian Lelieveld,NED,"DF,MF",26.0,1997.0,23.9,0,7,1,14.3,0.29,0.04,0.0,0.0,0,0
NED-Eredivisie,2425,RKC Waalwijk,Kevin Felida,CUW,MF,24.0,1999.0,4.8,0,4,2,50.0,0.84,0.42,0.0,0.0,0,0
NED-Eredivisie,2425,RKC Waalwijk,Liam van Gelderen,SUR,DF,23.0,2001.0,30.0,0,7,2,28.6,0.23,0.07,0.0,0.0,0,0
NED-Eredivisie,2425,RKC Waalwijk,Luuk Wouters,NED,DF,25.0,1999.0,9.2,0,1,0,0.0,0.11,0.0,0.0,,0,0
NED-Eredivisie,2425,RKC Waalwijk,Mark Spenkelink,NED,GK,27.0,1997.0,4.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,RKC Waalwijk,Michiel Kramer,NED,FW,35.0,1988.0,9.4,3,18,10,55.6,1.92,1.07,0.17,0.3,0,0
NED-Eredivisie,2425,RKC Waalwijk,Mohammed Ihattaren,NED,MF,22.0,2002.0,17.1,4,55,21,38.2,3.21,1.23,0.04,0.1,2,2
NED-Eredivisie,2425,RKC Waalwijk,Oskar Zawada,POL,FW,28.0,1996.0,21.6,9,61,30,49.2,2.82,1.39,0.15,0.3,0,0
NED-Eredivisie,2425,RKC Waalwijk,Patrick Vroegh,NED,MF,24.0,1999.0,0.4,0,1,0,0.0,2.25,0.0,0.0,,0,0
NED-Eredivisie,2425,RKC Waalwijk,Redouan El Yaakoubi,NED,DF,28.0,1996.0,4.5,0,1,1,100.0,0.22,0.22,0.0,0.0,0,0
NED-Eredivisie,2425,RKC Waalwijk,Reuven Niemeijer,NED,MF,29.0,1995.0,2.5,0,6,2,33.3,2.37,0.79,0.0,0.0,0,0
NED-Eredivisie,2425,RKC Waalwijk,Richard van der Venne,NED,MF,32.0,1992.0,8.2,4,22,10,45.5,2.7,1.23,0.18,0.4,0,0
NED-Eredivisie,2425,RKC Waalwijk,Richonell Margaret,SUR,"FW,MF",23.0,2000.0,27.9,5,47,14,29.8,1.68,0.5,0.09,0.29,1,1
NED-Eredivisie,2425,RKC Waalwijk,Roshon van Eijma,CUW,DF,26.0,1998.0,20.2,0,8,2,25.0,0.4,0.1,0.0,0.0,0,0
NED-Eredivisie,2425,RKC Waalwijk,Silvester van der Water,NED,"MF,FW",27.0,1996.0,7.0,3,15,5,33.3,2.16,0.72,0.2,0.6,0,0
NED-Eredivisie,2425,RKC Waalwijk,Tim van de Loo,,MF,,,20.2,2,15,3,20.0,0.74,0.15,0.13,0.67,0,0
NED-Eredivisie,2425,RKC Waalwijk,Yanick van Osch,NED,GK,27.0,1997.0,3.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,RKC Waalwijk,Yassin Oukili,NED,MF,23.0,2001.0,24.5,6,44,13,29.5,1.79,0.53,0.14,0.46,0,0
NED-Eredivisie,2425,Sparta R.,Arno Verschueren,BEL,MF,27.0,1997.0,18.4,1,42,10,23.8,2.28,0.54,0.02,0.1,0,0
NED-Eredivisie,2425,Sparta R.,Ayoub Oufkir,NED,FW,18.0,2006.0,0.5,0,1,0,0.0,1.87,0.0,0.0,,0,0
NED-Eredivisie,2425,Sparta R.,Boyd Reith,NED,DF,25.0,1999.0,9.7,0,3,2,66.7,0.31,0.21,0.0,0.0,0,0
NED-Eredivisie,2425,Sparta R.,Camiel Neghli,NED,MF,22.0,2001.0,15.4,5,33,17,51.5,2.15,1.11,0.15,0.29,0,0
NED-Eredivisie,2425,Sparta R.,Carel Eiting,NED,MF,26.0,1998.0,9.8,1,14,4,28.6,1.43,0.41,0.07,0.25,0,0
NED-Eredivisie,2425,Sparta R.,Charles-Andréas Brym,CAN,FW,25.0,1998.0,3.4,0,11,3,27.3,3.21,0.88,0.0,0.0,0,0
NED-Eredivisie,2425,Sparta R.,Djevencio van der Kust,SUR,DF,23.0,2001.0,10.3,0,2,1,50.0,0.2,0.1,0.0,0.0,0,0
NED-Eredivisie,2425,Sparta R.,Gjivai Zechiël,NED,MF,20.0,2004.0,11.4,2,14,4,28.6,1.23,0.35,0.14,0.5,0,0
NED-Eredivisie,2425,Sparta R.,Jonathan de Guzmán,NED,MF,36.0,1987.0,0.5,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Sparta R.,Joshua Kitolano,NOR,MF,22.0,2001.0,17.6,0,23,6,26.1,1.31,0.34,0.0,0.0,0,0
NED-Eredivisie,2425,Sparta R.,Joël Ideho,NED,FW,21.0,2003.0,1.9,0,1,1,100.0,0.54,0.54,0.0,0.0,0,0
NED-Eredivisie,2425,Sparta R.,Julian Baas,NED,MF,22.0,2002.0,9.4,0,4,2,50.0,0.42,0.21,0.0,0.0,0,0
NED-Eredivisie,2425,Sparta R.,Kayky Chagas,BRA,MF,21.0,2003.0,1.3,0,5,3,60.0,3.75,2.25,0.0,0.0,0,0
NED-Eredivisie,2425,Sparta R.,Kristian Nökkvi Hlynsson,ISL,MF,20.0,2004.0,13.5,2,27,11,40.7,2.01,0.82,0.07,0.18,0,0
NED-Eredivisie,2425,Sparta R.,Marvin Young,NED,DF,18.0,2005.0,24.1,0,5,1,20.0,0.21,0.04,0.0,0.0,0,0
NED-Eredivisie,2425,Sparta R.,Metinho,BRA,MF,21.0,2003.0,4.0,0,4,1,25.0,1.0,0.25,0.0,0.0,0,0
NED-Eredivisie,2425,Sparta R.,Mike Eerdhuijzen,NED,DF,24.0,2000.0,31.1,1,12,2,16.7,0.39,0.06,0.08,0.5,0,0
NED-Eredivisie,2425,Sparta R.,Mike Kleijn,NED,DF,19.0,2005.0,3.1,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Sparta R.,Mitchell van Bergen,NED,"MF,FW",24.0,1999.0,12.5,3,28,11,39.3,2.24,0.88,0.11,0.27,0,0
NED-Eredivisie,2425,Sparta R.,Mohamed Nassoh,NED,MF,21.0,2003.0,18.0,2,36,16,44.4,2.0,0.89,0.06,0.13,0,0
NED-Eredivisie,2425,Sparta R.,Nick Olij,NED,GK,28.0,1995.0,34.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Sparta R.,Nökkvi Þórisson,ISL,"FW,MF",24.0,1999.0,1.5,2,7,3,42.9,4.63,1.99,0.29,0.67,0,0
NED-Eredivisie,2425,Sparta R.,Patrick van Aanholt,NED,DF,33.0,1990.0,18.4,0,19,1,5.3,1.03,0.05,0.0,0.0,0,0
NED-Eredivisie,2425,Sparta R.,Pelle Clement,NED,MF,28.0,1996.0,18.6,2,17,4,23.5,0.91,0.22,0.12,0.5,0,0
NED-Eredivisie,2425,Sparta R.,Rick Meissen,NED,DF,22.0,2002.0,8.5,0,2,2,100.0,0.23,0.23,0.0,0.0,0,0
NED-Eredivisie,2425,Sparta R.,Saïd Bakari,COM,DF,29.0,1994.0,23.8,1,12,3,25.0,0.5,0.13,0.08,0.33,0,0
NED-Eredivisie,2425,Sparta R.,Shunsuke Mito,JPN,"MF,FW",21.0,2002.0,16.5,5,45,18,40.0,2.72,1.09,0.11,0.28,0,0
NED-Eredivisie,2425,Sparta R.,Teo Quintero,VEN,DF,25.0,1999.0,6.4,1,5,1,20.0,0.79,0.16,0.2,1.0,0,0
NED-Eredivisie,2425,Sparta R.,Tobias Lauritsen,NOR,FW,26.0,1997.0,30.1,10,96,36,37.5,3.19,1.2,0.08,0.22,2,2
NED-Eredivisie,2425,Twente,Alec Van Hoorenbeeck,BEL,DF,25.0,1998.0,12.4,2,10,3,30.0,0.81,0.24,0.2,0.67,0,0
NED-Eredivisie,2425,Twente,Anass Salah-Eddine,MAR,DF,22.0,2002.0,14.2,2,10,6,60.0,0.7,0.42,0.2,0.33,0,0
NED-Eredivisie,2425,Twente,Arno Verschueren,BEL,FW,27.0,1997.0,4.0,0,11,1,9.1,2.77,0.25,0.0,0.0,0,0
NED-Eredivisie,2425,Twente,Bart van Rooij,NED,DF,23.0,2001.0,31.7,1,21,6,28.6,0.66,0.19,0.05,0.17,0,0
NED-Eredivisie,2425,Twente,Bas Kuipers,NED,DF,29.0,1994.0,19.2,3,13,3,23.1,0.68,0.16,0.23,1.0,0,0
NED-Eredivisie,2425,Twente,Carel Eiting,NED,MF,26.0,1998.0,6.5,2,10,4,40.0,1.53,0.61,0.2,0.5,0,0
NED-Eredivisie,2425,Twente,Daan Rots,NED,MF,23.0,2001.0,24.1,3,47,17,36.2,1.95,0.7,0.06,0.18,0,0
NED-Eredivisie,2425,Twente,Gerald Alders,NED,DF,19.0,2005.0,0.3,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Twente,Gijs Besselink,NED,MF,20.0,2004.0,3.6,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Twente,Gustaf Lagerbielke,SWE,DF,24.0,2000.0,16.1,1,8,3,37.5,0.5,0.19,0.13,0.33,0,0
NED-Eredivisie,2425,Twente,Harry Kuster,NED,MF,18.0,2005.0,0.1,0,1,1,100.0,7.5,7.5,0.0,0.0,0,0
NED-Eredivisie,2425,Twente,Julien Mesbahi,MAR,DF,18.0,2006.0,0.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Twente,Lars Unnerstall,GER,GK,34.0,1990.0,31.0,0,0,0,,0.0,0.0,,,0,0
NED-Eredivisie,2425,Twente,Lucas Vennegoor of Hesselink,NED,FW,18.0,2006.0,0.8,0,5,2,40.0,5.92,2.37,0.0,0.0,0,0
NED-Eredivisie,2425,Twente,Mathias Kjølø,NOR,MF,23.0,2001.0,9.6,0,7,0,0.0,0.73,0.0,0.0,,0,0
NED-Eredivisie,2425,Twente,Max Bruns,NED,DF,21.0,2002.0,18.2,0,5,1,20.0,0.28,0.06,0.0,0.0,0,0
NED-Eredivisie,2425,Twente,Mees Hilgers,IDN,DF,23.0,2001.0,20.8,1,14,5,35.7,0.67,0.24,0.07,0.2,0,0
NED-Eredivisie,2425,Twente,Michal Sadílek,CZE,MF,25.0,1999.0,17.8,2,7,3,42.9,0.39,0.17,0.29,0.67,0,0
NED-Eredivisie,2425,Twente,Michel Vlap,NED,MF,27.0,1997.0,27.8,5,53,13,24.5,1.91,0.47,0.09,0.38,0,0
NED-Eredivisie,2425,Twente,Mitchell van Bergen,NED,"MF,FW",24.0,1999.0,8.9,0,19,10,52.6,2.14,1.13,0.0,0.0,0,0
NED-Eredivisie,2425,Twente,Naci Ünüvar,NED,"MF,FW",21.0,2003.0,4.3,0,17,2,11.8,3.92,0.46,0.0,0.0,0,0
NED-Eredivisie,2425,Twente,Przemysław Tytoń,POL,GK,37.0,1987.0,3.0,0,0,0,,0.0,0.0,,,0,0
