league,season,team,player,nation,pos,age,born,90s,standard_gls,standard_sh,standard_sot,standard_sot_1,standard_sh_90,standard_sot_90,standard_g_sh,standard_g_sot,standard_pk,standard_pkatt
ENG-Premier League,2425,Arsenal,Ben White,ENG,DF,26.0,1997.0,13.3,0,9,2,22.2,0.68,0.15,0.0,0.0,0,0
ENG-Premier League,2425,Arsenal,Bukayo Saka,ENG,"FW,MF",22.0,2001.0,19.2,6,67,23,34.3,3.49,1.2,0.07,0.22,1,1
ENG-Premier League,2425,Arsenal,David Raya,ESP,GK,28.0,1995.0,38.0,0,0,0,,0.0,0.0,,,0,0
ENG-Premier League,2425,Arsenal,Declan Rice,ENG,MF,25.0,1999.0,31.4,4,48,15,31.3,1.53,0.48,0.08,0.27,0,0
ENG-Premier League,2425,Arsenal,Ethan Nwaneri,ENG,"FW,MF",17.0,2007.0,9.9,4,24,9,37.5,2.41,0.91,0.17,0.44,0,0
ENG-Premier League,2425,Arsenal,Gabriel Jesus,BRA,FW,27.0,1997.0,6.8,3,20,8,40.0,2.96,1.18,0.15,0.38,0,0
ENG-Premier League,2425,Arsenal,Gabriel Magalhães,BRA,DF,26.0,1997.0,26.3,3,22,5,22.7,0.84,0.19,0.14,0.6,0,0
ENG-Premier League,2425,Arsenal,Gabriel Martinelli,BRA,"FW,MF",23.0,2001.0,25.4,8,56,25,44.6,2.2,0.98,0.14,0.32,0,0
ENG-Premier League,2425,Arsenal,Jakub Kiwior,POL,DF,24.0,2000.0,12.5,1,3,1,33.3,0.24,0.08,0.33,1.0,0,0
ENG-Premier League,2425,Arsenal,Jorginho,ITA,MF,32.0,1991.0,7.8,0,2,0,0.0,0.26,0.0,0.0,,0,0
ENG-Premier League,2425,Arsenal,Jurriën Timber,NED,DF,23.0,2001.0,26.9,1,14,4,28.6,0.52,0.15,0.07,0.25,0,0
ENG-Premier League,2425,Arsenal,Kai Havertz,GER,FW,25.0,1999.0,20.8,9,53,21,39.6,2.54,1.01,0.17,0.43,0,0
ENG-Premier League,2425,Arsenal,Kieran Tierney,SCO,DF,27.0,1997.0,2.9,1,2,1,50.0,0.69,0.35,0.5,1.0,0,0
ENG-Premier League,2425,Arsenal,Leandro Trossard,BEL,FW,29.0,1994.0,28.3,8,72,22,30.6,2.55,0.78,0.11,0.36,0,0
ENG-Premier League,2425,Arsenal,Martin Ødegaard,NOR,MF,25.0,1998.0,25.8,3,49,17,34.7,1.9,0.66,0.04,0.12,1,1
ENG-Premier League,2425,Arsenal,Mikel Merino,ESP,"MF,FW",28.0,1996.0,17.6,7,38,15,39.5,2.16,0.85,0.18,0.47,0,0
ENG-Premier League,2425,Arsenal,Myles Lewis-Skelly,ENG,DF,17.0,2006.0,15.2,1,3,1,33.3,0.2,0.07,0.33,1.0,0,0
ENG-Premier League,2425,Arsenal,Nathan Butler-Oyedeji,ENG,FW,21.0,2003.0,0.1,0,1,1,100.0,12.86,12.86,0.0,0.0,0,0
ENG-Premier League,2425,Arsenal,Oleksandr Zinchenko,UKR,"DF,MF",27.0,1996.0,5.9,0,10,0,0.0,1.71,0.0,0.0,,0,0
ENG-Premier League,2425,Arsenal,Raheem Sterling,ENG,"FW,MF",29.0,1994.0,5.5,0,11,0,0.0,1.98,0.0,0.0,,0,0
ENG-Premier League,2425,Arsenal,Reiss Nelson,ENG,"FW,MF",24.0,1999.0,0.0,0,0,0,,0.0,0.0,,,0,0
ENG-Premier League,2425,Arsenal,Riccardo Calafiori,ITA,DF,22.0,2002.0,10.9,2,10,6,60.0,0.92,0.55,0.2,0.33,0,0
ENG-Premier League,2425,Arsenal,Takehiro Tomiyasu,JPN,DF,25.0,1998.0,0.1,0,1,0,0.0,12.86,0.0,0.0,,0,0
ENG-Premier League,2425,Arsenal,Thomas Partey,GHA,"MF,DF",31.0,1993.0,31.1,4,26,9,34.6,0.84,0.29,0.15,0.44,0,0
ENG-Premier League,2425,Arsenal,William Saliba,FRA,DF,23.0,2001.0,33.8,2,6,3,50.0,0.18,0.09,0.33,0.67,0,0
ENG-Premier League,2425,Aston Villa,Amadou Onana,BEL,MF,22.0,2001.0,18.0,3,17,6,35.3,0.95,0.33,0.18,0.5,0,0
ENG-Premier League,2425,Aston Villa,Andrés García,ESP,"DF,MF",21.0,2003.0,3.5,0,2,0,0.0,0.57,0.0,0.0,,0,0
ENG-Premier League,2425,Aston Villa,Axel Disasi,FRA,DF,26.0,1998.0,5.4,0,2,0,0.0,0.37,0.0,0.0,,0,0
ENG-Premier League,2425,Aston Villa,Boubacar Kamara,FRA,"MF,DF",24.0,1999.0,19.2,1,10,3,30.0,0.52,0.16,0.1,0.33,0,0
ENG-Premier League,2425,Aston Villa,Diego Carlos,BRA,DF,31.0,1993.0,9.2,0,4,1,25.0,0.43,0.11,0.0,0.0,0,0
ENG-Premier League,2425,Aston Villa,Donyell Malen,NED,MF,25.0,1999.0,3.4,3,15,9,60.0,4.43,2.66,0.2,0.33,0,0
ENG-Premier League,2425,Aston Villa,Emi Buendía,ARG,"FW,MF",27.0,1996.0,1.1,0,5,0,0.0,4.59,0.0,0.0,,0,0
ENG-Premier League,2425,Aston Villa,Emiliano Martínez,ARG,GK,31.0,1992.0,35.5,0,0,0,,0.0,0.0,,,0,0
ENG-Premier League,2425,Aston Villa,Ezri Konsa,ENG,DF,26.0,1997.0,32.6,2,11,5,45.5,0.34,0.15,0.18,0.4,0,0
ENG-Premier League,2425,Aston Villa,Ian Maatsen,NED,DF,22.0,2002.0,12.7,1,19,5,26.3,1.5,0.4,0.05,0.2,0,0
ENG-Premier League,2425,Aston Villa,Jacob Ramsey,ENG,MF,23.0,2001.0,18.0,1,19,4,21.1,1.05,0.22,0.05,0.25,0,0
ENG-Premier League,2425,Aston Villa,Jaden Philogene Bidace,ENG,MF,22.0,2002.0,3.7,0,7,0,0.0,1.9,0.0,0.0,,0,0
ENG-Premier League,2425,Aston Villa,John McGinn,SCO,MF,29.0,1994.0,24.7,1,31,5,16.1,1.26,0.2,0.03,0.2,0,0
ENG-Premier League,2425,Aston Villa,Jáder Durán,COL,FW,20.0,2003.0,7.1,7,31,15,48.4,4.37,2.12,0.23,0.47,0,0
ENG-Premier League,2425,Aston Villa,Kosta Nedeljković,SRB,DF,18.0,2005.0,1.4,0,0,0,,0.0,0.0,,,0,0
ENG-Premier League,2425,Aston Villa,Lamare Bogarde,NED,"DF,MF",20.0,2004.0,5.3,0,1,1,100.0,0.19,0.19,0.0,0.0,0,0
ENG-Premier League,2425,Aston Villa,Leon Bailey,JAM,MF,26.0,1997.0,12.7,1,28,6,21.4,2.21,0.47,0.04,0.17,0,0
ENG-Premier League,2425,Aston Villa,Lucas Digne,FRA,DF,31.0,1993.0,26.1,0,13,3,23.1,0.5,0.11,0.0,0.0,0,0
ENG-Premier League,2425,Aston Villa,Marco Asensio,ESP,MF,28.0,1996.0,8.3,3,24,11,45.8,2.91,1.33,0.13,0.27,0,2
ENG-Premier League,2425,Aston Villa,Marcus Rashford,ENG,"FW,MF",26.0,1997.0,4.9,2,19,7,36.8,3.85,1.42,0.05,0.14,1,1
ENG-Premier League,2425,Aston Villa,Matty Cash,POL,DF,26.0,1997.0,23.0,1,13,6,46.2,0.57,0.26,0.08,0.17,0,0
ENG-Premier League,2425,Aston Villa,Morgan Rogers,ENG,MF,22.0,2002.0,34.6,8,55,20,36.4,1.59,0.58,0.15,0.4,0,0
ENG-Premier League,2425,Aston Villa,Ollie Watkins,ENG,FW,28.0,1995.0,28.9,16,84,40,47.6,2.91,1.39,0.17,0.35,2,2
ENG-Premier League,2425,Aston Villa,Pau Torres,ESP,DF,27.0,1997.0,22.4,0,8,3,37.5,0.36,0.13,0.0,0.0,0,0
ENG-Premier League,2425,Aston Villa,Robin Olsen,SWE,GK,34.0,1990.0,2.5,0,0,0,,0.0,0.0,,,0,0
ENG-Premier League,2425,Aston Villa,Ross Barkley,ENG,MF,30.0,1993.0,6.5,3,16,6,37.5,2.48,0.93,0.19,0.5,0,0
ENG-Premier League,2425,Aston Villa,Tyrone Mings,ENG,DF,31.0,1993.0,12.4,0,9,1,11.1,0.72,0.08,0.0,0.0,0,0
ENG-Premier League,2425,Aston Villa,Youri Tielemans,BEL,MF,27.0,1997.0,33.6,3,41,13,31.7,1.22,0.39,0.07,0.23,0,1
ENG-Premier League,2425,Bournemouth,Adam Smith,ENG,DF,33.0,1991.0,17.7,0,3,0,0.0,0.17,0.0,0.0,,0,0
ENG-Premier League,2425,Bournemouth,Alex Scott,ENG,MF,20.0,2003.0,8.4,0,15,7,46.7,1.79,0.83,0.0,0.0,0,0
ENG-Premier League,2425,Bournemouth,Antoine Semenyo,GHA,MF,24.0,2000.0,35.6,11,126,41,32.5,3.54,1.15,0.09,0.27,0,0
ENG-Premier League,2425,Bournemouth,Ben Winterburn,ENG,MF,19.0,2004.0,0.3,0,0,0,,0.0,0.0,,,0,0
