,,,,nation,pos,age,Club,born,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
,,,,,,,,,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK
league,season,team,player,,,,,,,,,,,,,,,,,,,,,,
INT-World Cup,2026,Germany,Leroy Sané,Germany,MF,30,1. Galatasaray,1996,4,4,326,3.6,1,0,1,1,0,0,0,0,0.28,0.0,0.28,0.28,0.28
INT-World Cup,2026,Germany,Malick Thiaw,Germany,"DF,MF",24,1. Newcastle,2001,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Germany,Manuel Neuer,Germany,GK,40,1. Bayern Munich,1986,4,4,390,4.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Germany,Maximilian Beier,Germany,"FW,MF",23,1. Dortmund,2002,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Germany,Nadiem Amiri,Germany,MF,29,1. Mainz 05,1996,2,0,42,0.5,0,1,1,0,0,0,0,0,0.0,2.14,2.14,0.0,2.14
INT-World Cup,2026,Germany,Nathaniel Brown,Germany,DF,22,1. Frankfurt,2003,3,3,282,3.1,1,1,2,1,0,0,0,0,0.32,0.32,0.64,0.32,0.64
INT-World Cup,2026,Germany,Nick Woltemade,Germany,"FW,MF",24,1. Newcastle,2002,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Germany,Nico Schlotterbeck,Germany,DF,26,1. Dortmund,1999,2,2,135,1.5,1,0,1,1,0,0,0,0,0.67,0.0,0.67,0.67,0.67
INT-World Cup,2026,Germany,Pascal Groß,Germany,"DF,MF",34,1. Brighton,1991,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Germany,Waldemar Anton,Germany,"DF,MF",29,1. Dortmund,1996,2,0,50,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Abdul Fatawu Issahaku,Ghana,"FW,MF",22,2. Leicester City,2004,4,0,132,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Abdul Rahman Baba,Ghana,"DF,MF",31,1. PAOK,1994,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Alidu Seidu,Ghana,DF,26,1. Rennes,2000,1,0,78,0.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Antoine Semenyo,Ghana,"MF,FW",26,1. Manchester City,2000,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Benjamin Asare,Ghana,GK,33,1. Accra Hearts of Oak,1992,3,2,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Brandon Thomas-Asante,Ghana,"FW,MF",27,2. Coventry City,1998,2,0,53,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Caleb Yirenkyi,Ghana,MF,20,1. Nordsjælland,2006,4,3,264,2.9,1,0,1,1,0,0,2,0,0.34,0.0,0.34,0.34,0.34
INT-World Cup,2026,Ghana,Derrick Luckassen,Ghana,DF,30,1. Pafos FC,1995,2,2,180,2.0,1,0,1,1,0,0,0,0,0.5,0.0,0.5,0.5,0.5
INT-World Cup,2026,Ghana,Elisha Owusu,Ghana,MF,28,1. Auxerre,1997,3,2,151,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Ernest Nuamah,Ghana,MF,22,1. Lyon,2003,3,1,89,1.0,0,1,1,0,0,0,0,0,0.0,1.01,1.01,0.0,1.01
INT-World Cup,2026,Ghana,Gideon Mensah,Ghana,DF,27,1. Auxerre,1998,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Iñaki Williams,Ghana,"MF,FW",31,1. Athletic Club,1994,2,2,126,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Jerome Opoku,Ghana,DF,27,1. Başakşehir,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Jonas Adjetey,Ghana,DF,22,1. Wolfsburg,2003,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Jordan Ayew,Ghana,FW,34,2. Leicester City,1991,4,4,300,3.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Kamaldeen Sulemana,Ghana,"MF,FW",24,1. Atlanta Utd,2002,2,2,127,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Kojo Peprah Oppong,Ghana,DF,22,1. Nice,2004,2,0,49,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Kwasi Sibo,Ghana,MF,27,1. Oviedo,1998,4,3,248,2.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Lawrence Ati-Zigi,Ghana,GK,29,1. St. Gallen,1996,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Marvin Senaya,Ghana,DF,25,1. Auxerre,2001,4,4,278,3.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Prince Kwabena Adu,Ghana,FW,22,1. Viktoria Plzeň,2003,3,0,39,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Ghana,Thomas Partey,Ghana,MF,33,1. Villarreal,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Carlens Arcus,Haiti,"MF,DF",29,1. Angers,1996,3,2,146,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Danley Jean-Jacques,Haiti,MF,26,1. Philadelphia,2000,3,3,259,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Derrick Etienne,Haiti,"FW,MF",29,1. Toronto FC,1996,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Dominique Simon,Haiti,MF,25,1. 1. FC Tatran Prešov B,2000,2,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Duckens Nazon,Haiti,"FW,MF",32,1. Esteghlal,1994,1,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Frantzdy Pierrot,Haiti,FW,31,1. Rizespor,1995,3,2,143,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Hannes Delcroix,Haiti,DF,27,1. Lugano,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Jean-Kevin Duverne,Haiti,DF,28,1. Gent,1997,2,2,169,1.9,0,1,1,0,0,0,0,0,0.0,0.53,0.53,0.0,0.53
INT-World Cup,2026,Haiti,Jean-Ricner Bellegarde,Haiti,MF,27,1. Wolves,1998,3,3,260,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Johny Placide,Haiti,GK,38,2. Bastia,1988,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Josué Casimir,Haiti,MF,24,1. Auxerre,2001,3,2,182,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Lenny Joseph,Haiti,FW,25,1. Ferencváros,2000,3,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Louicius Deedson,Haiti,MF,25,1. FC Dallas,2001,3,1,112,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Martin Expérience,Haiti,"DF,MF",27,2. Nancy,1999,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Ricardo Adé,Haiti,DF,36,1. LDU Quito,1990,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Ruben Providence,Haiti,MF,24,2. Almere City,2001,3,3,220,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Haiti,Wilson Isidor,Haiti,FW,25,1. Sunderland,2000,3,2,186,2.1,1,0,1,1,0,0,0,0,0.48,0.0,0.48,0.48,0.48
INT-World Cup,2026,Haiti,Yassin Fortuné,Haiti,"FW,MF",27,2. Vizela,1999,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Ali Alipour,IR Iran,FW,30,1. Persepolis,1995,1,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Ali Nemati,IR Iran,DF,30,1. Foolad,1996,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Alireza Beiranvand,IR Iran,GK,33,1. Tractor,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Alireza Jahanbakhsh,IR Iran,"FW,MF",32,1. Dender,1993,2,0,46,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Amirhossein Hosseinzadeh,IR Iran,FW,25,1. Tractor,2000,2,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Aria Yousefi,IR Iran,MF,24,1. Sepahan,2002,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Ehsan Hajsafi,IR Iran,DF,36,1. Sepahan,1990,2,1,91,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Hossein Kanaanizadegan,IR Iran,DF,32,1. Persepolis,1994,2,2,135,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Mehdi Ghayedi,IR Iran,FW,27,1. Al-Nasr Dubai,1998,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Mehdi Taremi,IR Iran,FW,33,1. Olympiacos,1992,3,3,259,2.9,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Mehdi Torabi,IR Iran,MF,31,1. Tractor,1994,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Milad Mohammadi,IR Iran,DF,32,1. Persepolis,1993,3,2,205,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Mohammad Ghorbani,IR Iran,MF,25,1. Al-Wahda FC,2001,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Mohammad Mohebi,IR Iran,MF,27,1. Rostov,1998,3,3,244,2.7,1,0,1,1,0,0,0,0,0.37,0.0,0.37,0.37,0.37
INT-World Cup,2026,IR Iran,Ramin Rezaeian,IR Iran,"DF,MF",36,1. Foolad,1990,3,3,270,3.0,2,1,3,2,0,0,0,0,0.67,0.33,1.0,0.67,1.0
INT-World Cup,2026,IR Iran,Saeid Ezatolahi,IR Iran,MF,29,1. Al-Ahli Dubai FC,1996,3,3,264,2.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Saleh Hardani,IR Iran,DF,27,1. Esteghlal,1998,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Saman Ghoddos,IR Iran,MF,32,1. Al-Ittihad Kalba,1993,3,3,208,2.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Shahriar Moghanlou,IR Iran,FW,31,1. Al-Ittihad Kalba,1994,3,1,88,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,IR Iran,Shoja' Khalilzadeh,IR Iran,DF,37,1. Tractor,1989,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Ahmed Basil,Iraq,GK,29,1. Al-Shorta,1996,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Ahmed Maknzi,Iraq,DF,24,1. Al-Karma,2001,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Ahmed Qasem,Iraq,"MF,FW",22,1. Nashville SC,2003,3,2,123,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Aimar Sher,Iraq,MF,23,1. Sarpsborg 08,2002,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Akam Hashim,Iraq,DF,27,1. Al-Zawra'a SC,1998,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Ali Al Hamadi,Iraq,FW,24,2. Ipswich Town,2002,3,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Ali Jasim,Iraq,MF,22,1. Al-Najma,2004,2,2,129,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Ali Yousif,Iraq,FW,30,1. Al-Talaba,1996,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Amir Al Ammari,Iraq,MF,28,1. Cracovia,1997,3,3,247,2.7,0,1,1,0,0,0,2,0,0.0,0.36,0.36,0.0,0.36
INT-World Cup,2026,Iraq,Ayman Hussein,Iraq,FW,30,1. Al-Karma,1996,2,2,115,1.3,1,0,1,1,0,0,0,0,0.78,0.0,0.78,0.78,0.78
INT-World Cup,2026,Iraq,Frans Dhia Putros,Iraq,DF,32,1. Persib Bandung,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Hussein Ali,Iraq,DF,24,1. Pogoń Szczecin,2002,2,2,162,1.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Ibrahim Bayesh,Iraq,"MF,FW",26,1. Al Dhafra SCC,2000,3,3,235,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Jalal Hassan,Iraq,GK,35,1. Al-Zawra'a SC,1991,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Kevin Yakob,Iraq,MF,25,1. AGF,2000,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Manaf Younis,Iraq,DF,29,1. Al-Shorta,1996,1,0,75,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Marko Farji,Iraq,MF,22,2. Venezia,2004,2,0,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Merchas Doski,Iraq,DF,26,1. Viktoria Plzeň,1999,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Mohanad Ali,Iraq,FW,25,1. Dibba Al Fujairah,2000,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Mustafa Saadoon,Iraq,DF,25,1. Al-Shorta,2001,1,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Rebin Sulaka,Iraq,DF,34,1. Port FC,1992,2,1,43,0.5,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Youssef Amyn,Iraq,MF,22,1. AEK Larnaca,2003,1,0,31,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Zaid Ismail,Iraq,MF,24,1. Al-Talaba,2002,2,2,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Zaid Tahseen,Iraq,DF,25,1. Pakhtakor Tashkent FK,2001,2,2,149,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Iraq,Zidane Iqbal,Iraq,MF,23,1. Utrecht,2003,3,2,188,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Japan,Ao Tanaka,Japan,MF,27,1. Leeds United,1998,3,2,193,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Japan,Ayase Ueda,Japan,FW,27,1. Feyenoord,1998,4,4,321,3.6,2,1,3,2,0,0,0,0,0.56,0.28,0.84,0.56,0.84
INT-World Cup,2026,Japan,Ayumu Seko,Japan,DF,26,1. Le Havre,2000,2,1,86,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Japan,Daichi Kamada,Japan,MF,29,1. Crystal Palace,1996,4,4,329,3.7,2,0,2,2,0,0,1,0,0.55,0.0,0.55,0.55,0.55
INT-World Cup,2026,Japan,Daizen Maeda,Japan,MF,28,1. Celtic,1997,3,3,244,2.7,1,0,1,1,0,0,0,0,0.37,0.0,0.37,0.37,0.37
INT-World Cup,2026,Japan,Hiroki Ito,Japan,DF,27,1. Bayern Munich,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Japan,Junnosuke Suzuki,Japan,DF,22,1. FC Copenhagen,2003,2,0,43,0.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Japan,Junya Itō,Japan,MF,33,1. Genk,1993,4,2,216,2.4,1,0,1,1,0,0,0,0,0.42,0.0,0.42,0.42,0.42
INT-World Cup,2026,Japan,Kaishū Sano,Japan,MF,25,1. Mainz 05,2000,3,3,270,3.0,1,1,2,1,0,0,1,0,0.33,0.33,0.67,0.33,0.67
INT-World Cup,2026,Japan,Keisuke Gotō,Japan,FW,21,1. Sint-Truiden,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Japan,Keito Nakamura,Japan,MF,25,2. Reims,2000,4,4,307,3.4,1,1,2,1,0,0,0,0,0.29,0.29,0.59,0.29,0.59
INT-World Cup,2026,Japan,Kento Shiogai,Japan,FW,21,1. Wolfsburg,2005,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Japan,Ko Itakura,Japan,DF,29,1. Ajax,1997,2,2,128,1.4,0,1,1,0,0,0,0,0,0.0,0.7,0.7,0.0,0.7
INT-World Cup,2026,Japan,Kōki Ogawa,Japan,FW,28,1. NEC Nijmegen,1997,3,0,42,0.5,0,1,1,0,0,0,0,0,0.0,2.14,2.14,0.0,2.14
INT-World Cup,2026,Japan,Ritsu Doan,Japan,MF,27,1. Frankfurt,1998,4,4,278,3.1,0,1,1,0,0,0,0,0,0.0,0.32,0.32,0.0,0.32
INT-World Cup,2026,Japan,Shogo Taniguchi,Japan,DF,34,1. Sint-Truiden,1991,3,2,232,2.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Japan,Shuto Machino,Japan,FW,26,1. Gladbach,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Japan,Takefusa Kubo,Japan,MF,25,1. Real Sociedad,2001,1,1,74,0.8,0,1,1,0,0,0,0,0,0.0,1.22,1.22,0.0,1.22
INT-World Cup,2026,Japan,Takehiro Tomiyasu,Japan,DF,27,1. Ajax,1998,3,2,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Japan,Tsuyoshi Watanabe,Japan,DF,29,1. Feyenoord,1997,2,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Japan,Yuito Suzuki,Japan,"FW,MF",24,1. Freiburg,2001,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Japan,Yukinari Sugawara,Japan,MF,25,1. Werder Bremen,2000,4,1,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Japan,Yūto Nagatomo,Japan,"DF,MF",39,1. FC Tokyo,1986,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Japan,Zion Suzuki,Japan,GK,23,1. Parma,2002,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Jordan,Abdallah Nasib,Jordan,DF,32,1. Al-Zawra'a SC,1994,3,3,260,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Jordan,Ali Azaizeh,Jordan,MF,22,1. Al-Shabab,2004,3,1,54,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Jordan,Ali Olwan,Jordan,MF,26,1. Al-Sailiya SC,2000,3,3,268,3.0,1,0,1,1,0,0,0,0,0.34,0.0,0.34,0.34,0.34
INT-World Cup,2026,Jordan,Amer Jamous,Jordan,MF,23,1. Al-Zawra'a SC,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Jordan,Husam Abu Dahab,Jordan,DF,26,1. Al-Salmiya SC,2000,2,2,178,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Jordan,Ihsan Haddad,Jordan,DF,32,1. Al-Hussein SC,1994,3,3,260,2.9,0,1,1,0,0,0,0,0,0.0,0.35,0.35,0.0,0.35
INT-World Cup,2026,Jordan,Mahmoud Al-Mardi,Jordan,MF,32,1. Al-Hussein SC,1993,3,1,130,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Jordan,Mo Abualnadi,Jordan,DF,25,1. Selangor FA,2001,1,1,71,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Jordan,Mohammad Abu Hasheesh,Jordan,DF,31,1. Al-Karma,1995,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Jordan,Mohammad Al-Dawud,Jordan,"FW,MF",34,1. Al-Wehdat SC,1992,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Jordan,Mohannad Abu Taha,Jordan,DF,23,1. Al-Quwa Al-Jawiya,2003,3,3,264,2.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Jordan,Musa Al-Taamari,Jordan,FW,29,1. Rennes,1997,3,2,215,2.4,1,1,2,1,0,0,0,0,0.42,0.42,0.84,0.42,0.84
INT-World Cup,2026,Jordan,Nizar Al Rashdan,Jordan,MF,27,1. Qatar SC,1999,3,3,255,2.8,1,0,1,1,0,0,0,0,0.35,0.0,0.35,0.35,0.35
INT-World Cup,2026,Jordan,Noor Al Rawabdeh,Jordan,MF,29,1. Selangor FA,1997,3,3,270,3.0,0,1,1,0,0,0,0,0,0.0,0.33,0.33,0.0,0.33
INT-World Cup,2026,Jordan,Odeh Al-Fakhouri,Jordan,"MF,FW",20,1. Pyramids FC,2005,3,2,148,1.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Jordan,Saed Al-Rosan,Jordan,DF,29,1. Al-Hussein SC,1997,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Jordan,Salim Obaid,Jordan,DF,34,1. Al-Hussein SC,1992,3,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Jordan,Sharara,Jordan,FW,28,1. Raja Casablanca,1997,2,0,2,0.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Jordan,Yazan Al-Arab,Jordan,DF,30,1. FC Seoul,1996,3,3,270,3.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Jordan,Yazeed Abulaila,Jordan,GK,33,1. Al-Hussein SC,1993,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Cho Gue-sung,Korea Republic,FW,28,1. Midtjylland,1998,2,0,31,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Eom Ji-sung,Korea Republic,MF,24,2. Swansea City,2002,2,0,42,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Hwang Hee-chan,Korea Republic,FW,30,1. Wolves,1996,3,1,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
INT-World Cup,2026,Korea Republic,Hwang In-beom,Korea Republic,MF,29,1. Feyenoord,1996,3,3,263,2.9,1,1,2,1,0,0,0,0,0.34,0.34,0.68,0.34,0.68
INT-World Cup,2026,Korea Republic,Jens Castrop,Korea Republic,MF,22,1. Gladbach,2003,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0
