player,ss_accuratePasses,ss_totalPasses,ss_accurateOwnHalfPasses,ss_accurateOppositionHalfPasses,ss_accurateFinalThirdPasses,ss_accurateLongBalls,ss_clearances,ss_interceptions,ss_blockedShots,ss_tackles,ss_tacklesWon,ss_aerialDuelsWon,ss_groundDuelsWon,ss_successfulDribbles,ss_errorLeadToShot,ss_errorLeadToGoal,ss_dribbledPast,ss_fouls,ss_ballRecovery,ss_accuratePasses_adj,ss_totalPasses_adj,ss_accurateOwnHalfPasses_adj,ss_accurateOppositionHalfPasses_adj,ss_accurateFinalThirdPasses_adj,ss_accurateLongBalls_adj,ss_clearances_adj,ss_interceptions_adj,ss_blockedShots_adj,ss_tackles_adj,ss_tacklesWon_adj,ss_aerialDuelsWon_adj,ss_groundDuelsWon_adj,ss_successfulDribbles_adj,ss_errorLeadToShot_adj,ss_errorLeadToGoal_adj,ss_dribbledPast_adj,ss_fouls_adj,ss_ballRecovery_adj,season_nineties,nineties,age,league,team,pos,seasons,fifa_value_eur,fifa_release_clause_eur,fifa_contract_end,fifa_pace,fifa_sprint_speed,fifa_acceleration,fifa_best_position,fifa_height,fifa_defensive_awareness,fifa_composure,fifa_overall_rating,fifa_potential,ss_accuratePassesPercentage,ss_accurateLongBallsPercentage,ss_aerialDuelsWonPercentage,ss_groundDuelsWonPercentage,ss_totalDuelsWonPercentage,ss_tacklesWonPercentage,ss_accuratePasses_p90,ss_accurateOwnHalfPasses_p90,ss_accurateOppositionHalfPasses_p90,ss_accurateFinalThirdPasses_p90,ss_accurateLongBalls_p90,ss_clearances_p90,ss_interceptions_p90,ss_blockedShots_p90,ss_aerialDuelsWon_p90,ss_successfulDribbles_p90,ss_errorLeadToShot_p90,ss_dribbledPast_p90,ss_fouls_p90,ss_ballRecovery_p90,ss_tackles_p90,is_cb,BUILD,PROGRESS,AERIAL,DUEL,PACE,SECURE,FIT,FLOOR,thin
Maxime Estève,1170.0,1347.0,848.0,322.0,92.0,52.0,221.0,37.0,1.0,44.0,26.0,80.0,59.0,3.0,1.0,2.0,15.0,13.0,114.0,1346.1882352941177,1549.8423529411764,975.6988235294116,370.4894117647059,105.85411764705884,59.83058823529412,192.0756646216769,32.15746421267894,0.869120654396728,38.24130879345604,22.597137014314928,69.52965235173824,51.27811860940695,3.451764705882353,1.1505882352941177,2.3011764705882354,13.03680981595092,11.298568507157464,99.079754601227,32.6,32.6,23.0,ENG-Premier League,Burnley,DF,1,11000000.0,23100000.0,2030.0,75.0,77.0,72.0,CB,"193cm 6'4""",78.0,77.0,76.0,82.0,86.859688195991,37.956204379562,67.796610169492,64.130434782609,66.190476190476,59.090909090909,41.294117647058826,29.929411764705875,11.364705882352942,3.247058823529412,1.835294117647059,5.891891552812175,0.9864252825975134,0.026660142772905765,2.132811421832461,0.10588235294117647,0.03529411764705882,0.39990214159358645,0.34658185604777497,3.0392562761112574,1.173046282007854,True,35.0,21.0,73.0,75.0,72.0,69.0,57.8,21.0,False
David Affengruber,1813.0,2073.0,1145.0,668.0,186.0,73.0,178.0,51.0,1.0,74.0,52.0,65.0,120.0,12.0,2.0,2.0,19.0,34.0,158.0,1536.493934142114,1756.8405545927208,970.372616984402,566.1213171577123,157.632582322357,61.866551126516455,210.03271983640084,60.177914110429455,1.1799591002044991,87.31697341513294,61.357873210633954,76.69734151329244,141.5950920245399,10.169844020797226,1.6949740034662042,1.6949740034662042,22.419222903885483,40.11860940695297,186.4335378323109,32.8,32.8,24.0,ESP-La Liga,Elche,DF,1,10500000.0,25200000.0,2027.0,73.0,72.0,74.0,CB,"185cm 6'1""",74.0,72.0,75.0,82.0,87.457790641582,35.960591133005,61.320754716981,64.864864864865,63.573883161512,70.27027027027,46.84432726043031,29.584531005622015,17.259796254808304,4.805871412266982,1.886175339223063,6.4034365803780755,1.8346925033667518,0.035974362811112784,2.338333582722331,0.31005622014625694,0.051676036691042815,0.6835128934111429,1.2231283355778346,5.6839493241558205,2.6621028480223456,True,42.0,65.0,63.0,87.0,63.0,33.0,57.4,33.0,False
Lilian Brassier,2679.0,3100.0,1662.0,1018.0,416.0,110.0,164.0,69.0,7.0,53.0,30.0,86.0,97.0,10.0,2.0,3.0,5.0,43.0,223.0,2510.5651286194297,2904.7047132915923,1558.2707819987882,953.2550538897967,389.19598259368746,103.34337072875164,174.85480572597135,73.84253578732105,7.3926380368098155,56.76278118609407,31.865030674846622,91.53783231083844,103.99795501022496,9.280252648587114,1.8747259607439914,2.835433229899198,5.310838445807771,46.194274028629856,238.82004089979546,47.4,38.7,25.0,FRA-Ligue 1,Rennes,DF,2,9500000.0,18800000.0,2029.0,67.0,69.0,64.0,CB,"186cm 6'1""",74.0,71.0,76.0,80.0,86.4265896839365,38.084464555053,67.5682382133995,57.2545924225025,61.947791164658994,59.1304347826085,52.965509042604005,32.874911012632666,20.110866115818496,8.210885708727584,2.1802398887922285,3.6889199520247122,1.557859404795803,0.15596282778079779,1.9311778968531317,0.19578592085626823,0.03955118060641332,0.11204300518581795,0.9745627432200392,5.038397487337457,1.1975270292424909,True,50.0,79.0,69.0,55.0,39.0,66.0,57.3,39.0,False
Dávid Hancko,1270.0,1449.0,723.0,547.0,245.0,67.0,101.0,19.0,3.0,43.0,27.0,42.0,55.0,8.0,1.0,0.0,20.0,15.0,86.0,1162.9775280898878,1326.8932584269664,662.0730337078652,500.9044943820225,224.35393258426967,61.35393258426967,110.29447852760735,20.74846625766871,3.2760736196319016,46.95705521472392,29.484662576687118,45.86503067484662,60.06134969325153,7.3258426966292145,0.9157303370786518,0.0,21.84049079754601,16.380368098159508,93.91411042944785,27.0,27.0,27.0,ESP-La Liga,Atlético Madrid,DF,1,35000000.0,73500000.0,2030.0,78.0,78.0,77.0,LB,"188cm 6'2""",83.0,77.0,83.0,83.0,87.646652864044,50.757575757576,56.756756756757,52.380952380952,54.189944134078,62.790697674419,43.07324178110695,24.521223470661674,18.552018310445277,8.309404910528507,2.2723678734914694,4.08498068620768,0.7684617132469893,0.12133605998636672,1.6987048398091342,0.2713275072825635,0.03391593841032044,0.8089070665757782,0.6066802999318336,3.478300386275846,1.739150193137923,True,50.0,79.0,36.0,34.0,82.0,60.0,57.2,34.0,False
Samson Baidoo,980.0,1058.0,677.0,303.0,70.0,56.0,83.0,23.0,4.0,34.0,21.0,44.0,46.0,7.0,0.0,0.0,15.0,19.0,105.0,935.9765625,1010.47265625,646.5878906249999,289.388671875,66.85546875,53.48437499999999,86.90388548057261,24.08179959100205,4.188139059304704,35.59918200408998,21.98773006134969,46.06952965235174,48.16359918200409,6.685546874999999,0.0,0.0,15.70552147239264,19.893660531697343,109.93865030674849,20.3,20.3,21.0,FRA-Ligue 1,Lens,DF,1,14000000.0,29400000.0,2030.0,75.0,78.0,72.0,CB,"190cm 6'3""",74.0,66.0,76.0,83.0,92.627599243856,66.666666666667,48.351648351648,58.974358974359,53.254437869822,61.764705882353,46.107219827586206,31.851620227832505,14.255599599753694,3.2933728448275863,2.6346982758620685,4.280979580323774,1.1862955463547806,0.2063122689312662,2.269434958243928,0.32933728448275856,0.0,0.7736710084922482,0.9799832774235144,5.415697059445738,1.7536542859157627,True,80.0,45.0,30.0,45.0,73.0,50.0,57.2,30.0,True
Malang Sarr,2615.0,2943.0,1562.0,1053.0,365.0,230.0,193.0,98.0,7.0,86.0,55.0,70.0,126.0,8.0,5.0,3.0,26.0,34.0,244.0,2454.0635325207945,2762.260711500693,1463.8787835027726,990.1847490180221,343.6886588782347,215.52105836991683,205.75460122699388,103.91411042944786,7.50715746421268,91.29038854805728,58.357873210633954,74.4192229038855,133.82413087934563,7.538232151109057,4.724194200554528,2.762841526109057,27.875255623721884,36.37014314928425,259.56850715746424,47.9,47.9,26.0,FRA-Ligue 1,Lens,DF,2,16500000.0,32600000.0,2028.0,62.0,67.0,56.0,CB,"183cm 6'0""",81.0,68.0,78.0,81.0,89.0391326417305,62.643361627681,68.357142857143,60.238095238095,62.3660714285715,63.2600732600735,51.23305913404582,30.56114370569463,20.67191542835119,7.175128577833711,4.499395790603692,4.2955031571397475,2.1693968774415002,0.156725625557676,1.55363722137548,0.15737436641146257,0.09862618372765194,0.5819468814973253,0.7592931763942433,5.418966746502385,1.9058536231327199,True,75.0,75.0,62.0,69.0,24.0,45.0,57.0,24.0,False
Soumaïla Coulibaly,953.0,1062.0,710.0,243.0,63.0,71.0,101.0,19.0,3.0,18.0,13.0,35.0,41.0,3.0,3.0,1.0,0.0,38.0,92.0,1039.323582217156,1157.7575520091195,774.1245796523226,265.1990025648333,69.11357936734113,76.17195782274152,92.4519427402863,17.402862985685072,2.869120654396728,16.413087934560327,11.764826175869121,31.936605316973413,36.97341513292433,3.372413793103449,3.372413793103449,1.1241379310344828,0.0,35.00613496932515,83.74437627811861,19.8,19.8,21.0,FRA-Ligue 1,Brest,DF,2,4900000.0,0.0,,85.0,87.0,82.0,CB,"191cm 6'3""",66.0,65.0,72.0,80.0,89.4224377024535,56.427125506073,60.4166666666665,44.39736346516,51.5151515151515,64.2857142857145,52.49109001096747,39.097200992541545,13.393889018425922,3.49058481653238,3.8470685769061372,4.669290037388197,0.8789324740244986,0.1449050835553903,1.6129598644936067,0.17032392894461862,0.17032392894461862,0.0,1.7679866146123815,4.229513953440334,0.8289438350788043,True,82.0,36.0,45.0,25.0,97.0,32.0,57.0,25.0,True
Cristhian Mosquera,2400.0,2630.0,1586.0,815.0,270.0,84.0,170.0,43.0,1.0,88.0,55.0,62.0,126.0,6.0,4.0,1.0,14.0,31.0,224.0,2341.9606119219275,2566.4546333743624,1555.5221557939155,787.4487867065236,257.59847019518196,83.29136627395815,175.95092024539878,43.86912065439673,0.9897750511247444,92.33537832310839,57.54601226993864,64.63803680981596,131.2556237218814,5.918674169157728,3.898013012132935,1.0103305785123966,14.674846625766872,33.464212678936605,227.2719836400818,47.9,47.9,21.0,ENG-Premier League,Arsenal,DF,2,22000000.0,45100000.0,2030.0,74.0,74.0,73.0,CB,"191cm 6'3""",77.0,69.0,77.0,85.0,91.274035856312,48.6649440137815,43.413978494624004,63.0236794171225,54.767441860465,61.830357142857,48.89270588563523,32.47436650926755,16.439431872787548,5.377838626204216,1.7388594211682287,3.6732968735991394,0.9158480303631885,0.020663362236424728,1.3494370941506464,0.12356313505548493,0.08137814221571889,0.30636423018302444,0.6986265694976327,4.744717821296071,1.927669693593077,True,75.0,55.0,9.0,56.0,69.0,58.0,56.9,9.0,False
Jarell Quansah,1825.0,2016.0,1021.0,804.0,338.0,57.0,116.0,34.0,3.0,40.0,30.0,48.0,76.0,15.0,4.0,0.0,5.0,27.0,117.0,1514.9044890861396,1673.3602217902476,848.7925898168531,666.1118992692865,279.9441396552531,47.29750515246615,139.60531697341517,40.946830265848675,3.601226993865031,48.05725971370144,36.07361963190184,57.8957055214724,91.57873210633949,12.41167619092229,3.3255275422736426,0.0,5.96114519427403,32.41104294478528,141.06134969325154,31.0,31.0,22.0,ENG-Premier League,Liverpool,DF,2,15500000.0,29500000.0,2030.0,74.0,78.0,69.0,CB,"190cm 6'3""",75.0,78.0,76.0,84.0,90.913715913716,43.498389694042004,50.735294117647,53.141025641026,52.282285997031494,72.61904761904799,48.867886744714184,27.380406123124295,21.487480621589885,9.03045611791139,1.5257259726601984,4.50339732172307,1.3208654924467313,0.11616861270532358,1.8676034039184646,0.40037665132007383,0.10727508200882718,0.19229500626690418,1.0455175143479123,4.550366119137147,1.5502341843129497,True,62.0,89.0,26.0,42.0,69.0,51.0,56.9,26.0,False
Kevin Akpoguma,1214.0,1379.0,747.0,468.0,172.0,65.0,112.0,30.0,2.0,58.0,28.0,49.0,89.0,8.0,0.0,1.0,16.0,26.0,108.0,1215.0309344958057,1379.8696785500779,747.5511397603514,468.4839015116352,171.98733063261434,65.02726216159013,112.08179959100205,30.012269938650313,1.991820040899796,58.30265848670757,28.020449897750513,48.93456032719836,89.17586912065441,8.032854209445585,0.0,1.004106776180698,15.934560327198366,26.028629856850717,107.69325153374236,25.4,25.4,30.0,GER-Bundesliga,Hoffenheim,DF,2,2500000.0,4300000.0,2029.0,76.0,76.0,76.0,CB,"192cm 6'4""",73.0,60.0,73.0,73.0,85.350074682599,55.516431924882994,41.6666666666665,70.7971014492755,59.6688034188035,37.5,47.835863562827,29.431147234659505,18.44424809100926,6.771154749315526,2.5601284315586668,4.4126692752363015,1.1815854306555242,0.07841811184644866,1.926557493196786,0.31625410273407817,0.0,0.6273448947715893,1.0247492069626267,4.239891792667022,2.295380255382188,True,54.0,77.0,19.0,58.0,77.0,50.0,56.8,19.0,False
Odilon Kossounou,1166.0,1295.0,673.0,493.0,186.0,52.0,50.0,22.0,2.0,33.0,25.0,36.0,51.0,10.0,1.0,1.0,11.0,31.0,102.0,1031.9771699819169,1146.1341988363865,595.6711907382655,436.3059792436512,164.61154571900306,46.01235356553188,56.48466257668712,24.860940695296527,2.257668711656442,37.28425357873211,28.243353783231083,40.68507157464212,57.62576687116565,8.850685981602327,0.8842676311030742,0.8858695652173912,12.431492842535787,35.02453987730061,115.26789366053171,23.5,23.5,24.0,ITA-Serie A,Atalanta,DF,2,29000000.0,51500000.0,2029.0,80.0,84.0,74.0,CB,"191cm 6'3""",81.0,73.0,80.0,85.0,90.07684154743,59.343434343434495,46.498599439776,46.7486522911055,46.7745718977245,75.5514705882355,43.91392212689008,25.34771024418151,18.56621188270856,7.004746626340556,1.9579724921502928,2.40360266283775,1.0579123700126183,0.0960710090066571,1.731279641474133,0.37662493538733305,0.03762840983417337,0.5289996954270548,1.490405952225558,4.905016751511988,1.586563982073707,True,64.0,79.0,18.0,32.0,87.0,48.0,56.6,18.0,True
Micky van de Ven,2326.0,2567.0,1641.0,685.0,180.0,87.0,169.0,32.0,4.0,49.0,25.0,66.0,95.0,15.0,2.0,2.0,17.0,38.0,185.0,2201.477333072168,2429.8132018803863,1555.7031753286324,645.7741577435362,169.38015800470095,82.96156524767127,177.52556237218818,33.86094069529652,4.210633946830265,51.38241308793456,26.294478527607364,69.69529652351738,99.93660531697341,14.248487420562375,1.9404761904761905,1.864205188473927,18.049079754601227,40.04498977505113,196.21472392638037,45.099999999999994,45.099999999999994,24.0,ENG-Premier League,Tottenham,DF,2,37000000.0,73100000.0,2029.0,90.0,95.0,84.0,CB,"193cm 6'4""",81.0,83.0,82.0,85.0,90.709050181117,42.160087719298005,47.626301091648,54.4668079096045,51.3068808061725,54.3589743589745,48.81324463574653,34.49452716914928,14.318717466597256,3.7556576054257422,1.839502555380738,3.9362652410684746,0.7507969112039141,0.09336217177007242,1.5453502555103635,0.3159309849348642,0.04302607961144547,0.4002013249357257,0.8879155160765217,4.350659067103778,1.1392996250096357,True,67.0,48.0,15.0,23.0,99.0,63.0,56.6,15.0,False
Jarrad Branthwaite,1275.0,1535.0,772.0,503.0,186.0,106.0,229.0,38.0,4.0,49.0,25.0,92.0,70.0,3.0,4.0,2.0,11.0,15.0,122.0,1501.115517299126,1807.4591050674885,911.3658271092206,589.7496901899052,217.1568141474361,125.0711223498677,193.96728016359918,32.43558282208589,3.404907975460123,41.75460122699387,21.20654396728016,78.7280163599182,59.37832310838446,3.58679706601467,4.624074756338548,2.39119804400978,9.378323108384457,12.723926380368097,103.76073619631902,35.5,35.5,23.0,ENG-Premier League,Everton,DF,2,25000000.0,52500000.0,2030.0,71.0,75.0,65.0,CB,"195cm 6'5""",81.0,76.0,79.0,85.0,83.307706745207,49.5294599018005,68.997493734336,61.490978157645,66.095430107527,47.008547008547,42.284944149271155,25.672276819978045,16.612667329293103,6.117093356265806,3.5231302070385264,5.463867046861949,0.9136783893545322,0.09591290071718657,2.2176906016878366,0.10103653707083578,0.13025562693911402,0.26417811572913963,0.3584204614188196,2.92283763933293,1.1761859500561653,True,37.0,57.0,77.0,59.0,56.0,64.0,56.5,37.0,False
Aurèle Amenda,1265.0,1445.0,762.0,503.0,153.0,55.0,130.0,28.0,0.0,16.0,11.0,84.0,34.0,3.0,3.0,1.0,6.0,25.0,78.0,1130.1043131516371,1291.1836144137553,681.3745856959941,448.729727455643,136.59978415950246,49.374062557161146,145.02453987730064,31.27607361963191,0.0,17.887525562372186,12.372188139059304,93.61145194274029,37.807770961145195,2.762085238704957,2.667272727272727,0.889090909090909,6.748466257668712,27.793456032719835,87.51329243353783,19.700000000000003,19.700000000000003,22.0,GER-Bundesliga,Frankfurt,DF,2,6000000.0,11400000.0,2029.0,68.0,65.0,71.0,CB,"197cm 6'6""",74.0,65.0,74.0,80.0,85.775236020334,48.6111111111115,70.90909090909099,53.995157384988,64.6942800788955,36.6666666666665,57.36570117521,34.587542421116446,22.77815875409355,6.933999195913829,2.506297591734068,7.361651770421351,1.587617950235122,0.0,4.751850352423364,0.14020737252309426,0.13539455468389475,0.3425617389679549,1.4108353316101436,4.442299108301412,0.9079962214402124,True,64.0,75.0,97.0,40.0,45.0,32.0,56.5,32.0,True
Alessandro Buongiorno,2840.0,3121.0,1857.0,983.0,260.0,67.0,186.0,75.0,5.0,72.0,44.0,120.0,118.0,2.0,3.0,1.0,20.0,67.0,199.0,2431.174296889551,2671.6850623952314,1590.068187744459,841.1061091450922,221.2355373440119,58.20214192587074,217.84867075664624,87.34151329243355,5.76278118609407,83.36196319018404,51.018404907975466,140.7361963190184,137.0633946830266,1.7244179549264294,2.6200223505308253,0.8288135593220338,23.41104294478528,79.30879345603273,232.5439672801636,49.4,49.4,26.0,ITA-Serie A,Napoli,DF,2,37500000.0,66599999.99999999,2029.0,69.0,72.0,65.0,CB,"190cm 6'3""",87.0,77.0,82.0,86.0,91.0029133544905,39.88095238095249,66.699604743083,55.2329594478,60.5681788400555,61.3053613053615,49.21405459290589,32.18761513652751,17.026439456378384,4.4784521729557065,1.1781810106451567,4.409892120579884,1.7680468277820556,0.11665548959704596,2.8489108566602916,0.034907246051142295,0.05303688968685882,0.47390775191873036,1.6054411630775858,4.707367758707766,1.6874891334045352,True,64.0,46.0,84.0,51.0,47.0,49.0,56.4,46.0,False
Rúben Dias,3794.0,4061.0,1943.0,1851.0,696.0,136.0,187.0,43.0,8.0,30.0,17.0,95.0,51.0,5.0,6.0,0.0,8.0,27.0,151.0,3039.380011878815,3253.3400995992915,1556.8620014996332,1482.5180103791813,557.0792252432873,108.9073103084998,232.9836400817996,53.621676891615536,9.991820040899794,37.4478527607362,21.23721881390593,118.37832310838445,63.63803680981595,4.012236254034631,4.802067236240598,0.0,10.004089979550102,33.66257668711656,188.3946830265849,49.0,49.0,28.0,ENG-Premier League,Manchester City,DF,2,68500000.0,126700000.0,2029.0,59.0,62.0,55.0,CB,"187cm 6'2""",87.0,85.0,87.0,87.0,93.371493026098,53.832741150151,58.6406076910905,54.255319148935996,57.265702891326,55.429864253393504,62.028163507730916,31.77269390815578,30.25546959957513,11.368963780475251,2.2225981695612202,4.754768164934686,1.0943199365635823,0.2039146947122407,2.4158841450690702,0.08188237253131901,0.09800137216817546,0.20416510162347146,0.6869913609615625,3.8447894495221404,0.7642418930762489,True,88.0,78.0,56.0,33.0,15.0,70.0,56.2,15.0,False
Chidozie Awaziem,1158.0,1368.0,839.0,319.0,104.0,125.0,182.0,20.0,4.0,28.0,18.0,44.0,52.0,4.0,3.0,0.0,10.0,23.0,95.0,1345.0403800475058,1588.9596199524938,974.5154394299286,370.5249406175772,120.7980997624703,145.1900237529691,156.6912065439673,17.21881390593047,3.4437627811860945,24.10633946830266,15.496932515337424,37.88139059304704,44.76891615541923,4.646080760095011,3.4845605700712583,0.0,8.609406952965236,19.80163599182004,81.78936605316974,24.8,24.8,28.0,FRA-Ligue 1,Nantes,DF,1,2200000.0,4600000.0,2028.0,72.0,73.0,70.0,CB,"189cm 6'2""",68.0,69.0,72.0,73.0,84.649122807018,48.828125,68.75,56.521739130435,61.538461538462,64.285714285714,54.235499195463944,39.29497739636809,14.940521799095855,4.8708911194544475,5.85443644165198,6.318193812256745,0.6943070123359061,0.13886140246718123,1.5274754271389934,0.18734196613286336,0.14050647459964752,0.34715350616795304,0.7984530641862918,3.297958308595554,0.9720298172702686,True,62.0,53.0,62.0,60.0,60.0,38.0,56.1,38.0,True
Marc-Oliver Kempf,3036.0,3428.0,2019.0,1018.0,267.0,117.0,270.0,45.0,9.0,51.0,31.0,202.0,94.0,6.0,4.0,3.0,26.0,47.0,196.0,2561.4082167832166,2893.5553196803194,1707.1644605394606,855.1393606393606,227.42245254745256,100.51123876123876,321.2269938650307,51.96319018404908,10.621676891615543,59.95092024539878,36.1881390593047,238.8588957055215,110.82617586912066,5.17007992007992,3.4806443556443556,2.483266733266733,31.17791411042945,56.20040899795502,231.73006134969324,54.900000000000006,54.900000000000006,30.0,ITA-Serie A,Como,DF,2,4600000.0,7800000.0,2027.0,72.0,74.0,69.0,CB,"186cm 6'1""",76.0,72.0,75.0,75.0,88.55589467395001,40.5585380962215,69.30850056796649,54.296979417268005,63.6689911668995,59.523809523809504,46.655887373100484,31.095891813104927,15.576308936964672,4.1424854744526876,1.830805806215642,5.8511292142992835,0.9465061964307664,0.19347316742469112,4.350799557477623,0.09417267613988925,0.06339971503905929,0.5679037178584599,1.0236868669937162,4.220948294165632,1.0920021902622727,True,52.0,42.0,94.0,51.0,61.0,41.0,56.0,41.0,False
Christian Mawissa,1575.0,1771.0,913.0,662.0,189.0,29.0,94.0,44.0,0.0,72.0,54.0,51.0,119.0,28.0,2.0,0.0,28.0,31.0,150.0,1415.4690841500505,1591.4165393714093,820.2276782696858,595.2414058803649,170.33858060155458,26.041439675566068,104.52351738241309,49.04703476482618,0.0,80.24539877300613,60.12269938650307,56.87116564417178,132.3721881390593,25.251503886448123,1.798012842176411,0.0,31.247443762781188,34.57259713701431,166.74846625766872,29.9,29.9,20.0,FRA-Ligue 1,Monaco,"DF,MF",2,11500000.0,24200000.0,2029.0,79.0,84.0,73.0,CB,"184cm 6'0""",72.0,69.0,75.0,84.0,88.97458794191999,33.7418300653595,62.25,52.157943067034,54.8872180451125,76.190476190476,47.340103148831126,27.432363821728625,19.907739327102508,5.6969424950352705,0.8709511597179287,3.495769812120839,1.6403690556798054,0.0,1.90204567371812,0.8445319025567934,0.06013420876844184,1.0450650087886686,1.1562741517396091,5.576871781192934,2.683792601103884,True,45.0,82.0,58.0,45.0,85.0,26.0,55.9,26.0,False
Mark McKenzie,2128.0,2445.0,1312.0,816.0,274.0,104.0,235.0,46.0,7.0,96.0,59.0,83.0,129.0,10.0,1.0,0.0,23.0,65.0,224.0,2381.9270921985817,2737.359574468085,1466.9075177304965,915.0195744680851,307.66539007092194,116.20397163120566,210.84662576687117,41.00613496932516,6.331288343558282,85.91411042944786,52.74846625766871,74.22699386503068,115.34355828220859,11.282836879432624,1.086666666666667,0.0,20.558282208588956,57.88343558282209,200.83435582822088,54.4,54.4,26.0,FRA-Ligue 1,Toulouse,DF,2,4900000.0,10200000.0,2027.0,80.0,82.0,78.0,CB,"184cm 6'0""",72.0,69.0,74.0,77.0,87.0028847443985,47.5762711864405,54.9174569722515,56.83800623053,56.0606060606065,61.6258741258745,43.78542448894452,26.965211722987068,16.820212765957447,5.655613788068418,2.1361024196912806,3.875857091302779,0.7537892457596537,0.1163839769036449,1.3644667989895345,0.20740508969545265,0.019975490196078437,0.3779095994225911,1.0640337423312884,3.691808011548178,1.579303500541321,True,47.0,64.0,26.0,46.0,89.0,54.0,55.7,26.0,False
Illia Zabarnyi,1403.0,1701.0,809.0,594.0,195.0,117.0,179.0,41.0,3.0,52.0,36.0,77.0,65.0,6.0,2.0,0.0,16.0,20.0,157.0,1414.5711340206185,1715.0288659793814,815.6721649484535,598.8989690721648,196.6082474226804,117.96494845360824,177.53578732106342,40.66462167689162,2.975460122699386,51.57464212678937,35.70552147239264,76.37014314928426,64.4683026584867,6.049484536082474,2.0164948453608247,0.0,15.86912065439673,19.836400817995912,155.7157464212679,61.0,61.0,22.0,FRA-Ligue 1,PSG,DF,2,29500000.0,56800000.0,2030.0,80.0,84.0,76.0,CB,"189cm 6'2""",82.0,74.0,80.0,85.0,82.480893592005,39.261744966443,63.636363636364,61.904761904762,62.83185840708,69.230769230769,23.189690721649484,13.37167483522055,9.818015886428931,3.2230860233226295,1.9338516139935777,2.9104227429682528,0.666633142244125,0.04877803479835059,1.2519695598243321,0.0991718776406963,0.033057292546898764,0.2601495189245365,0.3251868986556707,2.552717154447015,0.8454859365047438,True,12.0,16.0,49.0,79.0,89.0,83.0,55.5,12.0,False
Jérémy Jacquet,1389.0,1567.0,826.0,563.0,179.0,84.0,134.0,46.0,3.0,53.0,33.0,56.0,81.0,9.0,3.0,1.0,10.0,33.0,118.0,1288.9944108844538,1455.1913813047393,764.8774176964178,524.116993188036,167.0176119567413,78.03816168775131,144.31901840490798,48.891615541922285,3.282208588957056,56.603271983640084,35.20040899795501,60.257668711656436,86.6523517382413,8.459611112131173,2.7887446523327766,0.914018691588785,10.515337423312882,35.41308793456033,126.920245398773,28.900000000000002,28.900000000000002,20.0,FRA-Ligue 1,Rennes,DF,2,15000000.0,31500000.0,2029.0,64.0,70.0,57.0,CB,"188cm 6'2""",75.0,68.0,76.0,85.0,87.5762801050885,57.2890025575445,69.42176870748301,60.824625170377004,64.1847826086955,62.321937321937,44.60188272956587,26.466346633094037,18.13553609647183,5.779156123070632,2.7002824113408757,4.9937376610694795,1.691751402834681,0.11357123145180123,2.0850404398497036,0.2927201076861997,0.09649635475199918,0.36385250599698554,1.2253663645176585,4.391703993037128,1.9585907260775115,True,56.0,72.0,75.0,72.0,33.0,39.0,55.5,33.0,False
Noussair Mazraoui,1842.0,2132.0,1005.0,843.0,424.0,70.0,137.0,48.0,9.0,143.0,84.0,69.0,215.0,34.0,2.0,1.0,38.0,50.0,195.0,1696.978726162822,1963.9884176975852,924.6188428501971,777.8439954621576,391.3197558208633,64.51668737507428,148.120654396728,52.05725971370143,9.748466257668712,155.5357873210634,91.37832310838445,74.90184049079755,233.58895705521473,31.30205823564367,1.8843930635838149,0.914018691588785,41.47648261758691,54.31083844580776,211.83844580777097,42.4,42.4,27.0,ENG-Premier League,Manchester Utd,"DF,MF",2,20500000.0,39000000.0,2028.0,75.0,73.0,78.0,RB,"183cm 6'0""",76.0,79.0,80.0,80.0,86.6923496830765,46.118421052631504,59.22256097561,63.6783189316575,62.3386243386245,58.136645962733,40.0230831642175,21.807048180429177,18.345377251465983,9.229239524076965,1.521619985261186,3.4934116603001892,1.227765559285411,0.2299166570204885,1.7665528417640932,0.7382560904632941,0.044443232631693745,0.9782189296600686,1.2809160010803717,4.9961897596172395,3.6682968707797974,True,37.0,86.0,45.0,68.0,72.0,33.0,55.2,33.0,False
Amos Pieper,1652.0,1934.0,1114.0,539.0,158.0,139.0,206.0,49.0,4.0,63.0,40.0,94.0,88.0,2.0,3.0,1.0,18.0,21.0,109.0,1595.6452031249999,1868.094609375,1076.70159375,519.921609375,152.254734375,134.36039062499998,213.40695296523518,50.715746421267895,4.139059304703476,65.17791411042944,41.464212678936605,97.39059304703477,91.08384458077711,1.956,2.8881562499999998,0.955078125,18.552147239263803,21.717791411042946,112.75255623721881,33.3,33.3,27.0,GER-Bundesliga,Werder Bremen,DF,2,8000000.0,14200000.0,2029.0,66.0,71.0,60.0,CB,"192cm 6'4""",79.0,71.0,76.0,78.0,85.40441984802399,49.8259623259625,60.6164383561645,68.379874819451,64.0716212901645,63.6592741935485,47.91727336711712,32.3333811936937,15.613261542792793,4.572214245495496,4.034846565315315,6.408617206163219,1.522995388026063,0.12429607521632062,2.9246424338448884,0.05873873873873874,0.08673141891891892,0.5571215387166307,0.652185928259548,3.385962649766331,1.9572947180309144,True,55.0,43.0,71.0,83.0,36.0,48.0,55.1,36.0,False
