player,us_np_xg,us_xa,us_xg_chain,us_shots,us_np_goals,ss_shotsFromInsideTheBox,ss_totalShots,ss_goalsFromInsideTheBox,ss_bigChancesCreated,ss_bigChancesMissed,ss_keyPasses,ss_possessionWonAttThird,ss_ballRecovery,ss_tackles,ss_wasFouled,ss_dispossessed,ss_aerialDuelsWon,ss_successfulDribbles,ss_touches,ss_goals,fb_ast,us_np_xg_adj,us_xa_adj,us_xg_chain_adj,us_shots_adj,ss_shotsFromInsideTheBox_adj,ss_totalShots_adj,ss_bigChancesCreated_adj,ss_keyPasses_adj,ss_possessionWonAttThird_adj,ss_ballRecovery_adj,ss_tackles_adj,ss_wasFouled_adj,ss_dispossessed_adj,ss_aerialDuelsWon_adj,ss_successfulDribbles_adj,ss_touches_adj,season_nineties,nineties,age,league,team,pos,seasons,fifa_value_eur,fifa_release_clause_eur,fifa_contract_end,fifa_pace,fifa_acceleration,fifa_finishing,ss_topSpeed,ss_numberOfSprints,fifa_strength,fifa_composure,fifa_heading_accuracy,fifa_attack_position,fifa_best_position,fifa_overall_rating,fifa_potential,ss_aerialDuelsWonPercentage,ss_groundDuelsWonPercentage,ss_accuratePassesPercentage,ss_goalConversionPercentage,npxg_p90,npxg_per_shot,shots_p90,box_shots_p90,box_share,press_p90,recov_p90,tackles_p90,fouled_p90,aerials_p90,disp_p90,xa_p90,chain_p90,keyp_p90,bcc_p90,dribbles_p90,np_g_minus_xg,sprints_p90,goals_p90,ga_p90,ss_shotsFromInsideTheBox_padj90,us_np_xg_padj90,ss_possessionWonAttThird_padj90,ss_ballRecovery_padj90,ss_tackles_padj90,ss_wasFouled_padj90,ss_dispossessed_padj90,us_xa_padj90,us_xg_chain_padj90,ss_keyPasses_padj90,ss_bigChancesCreated_padj90,ss_successfulDribbles_padj90,is_nine,FINISH,BOX,PRESS,HOLDUP,LINK,RUN,FIT,FLOOR,thin
Amin Sarr,6.41194935888052,3.489425959996879,12.441402991302311,42.0,4.0,30.0,42.0,3.0,3.0,6.0,37.0,15.0,82.0,37.0,42.0,47.0,104.0,24.0,1245.0,4.0,2,8.02566557321803,4.344512851183399,15.524844712997892,52.17395580238343,37.34120097188476,52.17395580238343,3.743549693393497,46.044718269119514,18.67060048594238,66.12269938650307,29.742331288343564,52.03251185930811,58.397489297697554,83.47239263803681,29.854101585097766,1549.4712484091172,33.4,33.4,24.0,ITA-Serie A,Hellas Verona,"FW,MF",2,2900000.0,5400000.0,2029.0,85.0,86.0,68.0,,0.0,71.0,65.0,64.0,68.0,ST,71.0,76.0,38.894230769231,41.605473965287004,73.0751064653505,8.695652173913,0.1919745317030096,0.15266546092572666,1.25748502994012,0.8982035928143713,0.7142857142857143,0.44910179640718567,2.4550898203592815,1.1077844311377245,1.25748502994012,3.1137724550898205,1.407185628742515,0.10447383113763112,0.3724970955479734,1.1077844311377245,0.08982035928143713,0.718562874251497,-2.41194935888052,0.0,0.11976047904191617,0.17964071856287425,1.118000029098346,0.2402893884197015,0.559000014549173,1.9797215385180562,0.8904889607288493,1.557859636506231,1.748427823284358,0.13007523506537125,0.46481570996999677,1.3785843793149555,0.1120823261495059,0.8938353767993343,True,36.0,24.0,41.0,50.0,45.0,28.0,37.7,24.0,False
Brajan Gruda,4.544111154973507,5.34490623138845,12.698620829731226,32.0,4.0,21.0,33.0,4.0,9.0,3.0,40.0,9.0,68.0,24.0,24.0,39.0,8.0,34.0,856.0,4.0,7,4.144775693962005,4.907006017244868,11.616044371111812,29.301561504142768,19.19327597195666,30.20711705969832,8.267739536859995,36.8992245591672,8.238304652644997,74.18813905930472,25.946830265848668,22.08655194391332,35.93479923518165,8.730061349693251,31.171542383683875,786.7528999362651,24.0,16.0,21.0,ENG-Premier League,Brighton,"MF,FW",2,12500000.0,0.0,,76.0,78.0,68.0,33.74,133.0,62.0,65.0,51.0,74.0,CAM,75.0,85.0,35.4166666666665,47.7002164502165,78.3817126269955,11.363636363636552,0.18933796479056278,0.1420034735929221,1.3333333333333333,0.875,0.6363636363636364,0.375,2.8333333333333335,1.0,1.0,0.3333333333333333,1.625,0.22270442630785206,0.5291092012388011,1.6666666666666667,0.375,1.4166666666666667,-0.5441111549735069,5.541666666666667,0.16666666666666666,0.4583333333333333,0.7997198321648608,0.1726989872484169,0.3432626938602082,3.0911724608043634,1.0811179277436944,0.920272997663055,1.4972833014659022,0.20445858405186948,0.4840018487963255,1.5374676899653001,0.34448914736916647,1.298814265986828,True,39.0,10.0,34.0,45.0,70.0,37.0,37.2,10.0,True
Sekou Mara,5.191138656809926,2.2091533560305834,7.708695709705353,52.0,4.0,37.0,52.0,4.0,3.0,3.0,14.0,8.0,46.0,22.0,43.0,40.0,54.0,28.0,820.0,4.0,3,5.487822743451006,2.3074600961380574,8.230933978400527,55.30345232087079,39.42210794811288,55.30345232087079,3.2038383369934396,14.905296468566283,8.635467106788699,43.95910020449898,20.89161554192229,45.69193730989047,42.48809897289703,50.88752556237219,29.672745624923273,865.9746020487498,22.1,22.1,23.0,FRA-Ligue 1,Strasbourg,"FW,MF",2,3300000.0,0.0,,76.0,77.0,70.0,35.13,289.0,73.0,68.0,73.0,69.0,ST,70.0,77.0,42.452574525745,44.2285714285715,71.4845465683445,7.17703349282295,0.23489315189185184,0.09982958955403703,2.352941176470588,1.67420814479638,0.7115384615384616,0.36199095022624433,2.0814479638009047,0.9954751131221719,1.9457013574660633,2.443438914027149,1.8099547511312215,0.09996169031812593,0.3488097606201517,0.6334841628959276,0.13574660633484162,1.2669683257918551,-1.191138656809926,13.076923076923077,0.18099547511312217,0.3167420814479638,1.78380578950737,0.2483177711968781,0.3907451179542398,1.9890995567646597,0.9453219702227281,2.0675084755606545,1.9225384150632139,0.10440995910126956,0.37244045151133603,0.674447804007524,0.14497006049744068,1.3426581730734513,True,13.0,42.0,26.0,63.0,24.0,71.0,36.7,13.0,True
Martin Satriano,5.176907339133322,2.6399495899677277,9.604317327030003,40.0,6.0,31.0,40.0,4.0,5.0,1.0,17.0,9.0,59.0,26.0,32.0,39.0,46.0,26.0,804.0,6.0,1,6.151826591908525,3.162864381519634,11.359912715324588,47.09403536844428,36.45881038430766,47.09403536844428,6.082089552238806,20.054032057825474,10.635224984136618,50.20858895705521,22.226993865030675,38.61283692443512,46.81522608767622,39.23721881390593,31.314329461748557,960.4979722459789,26.5,18.8,24.0,FRA-Ligue 1,Lens,FW,2,8000000.0,17400000.0,2030.0,74.0,69.0,77.0,34.56,285.0,79.0,69.0,73.0,77.0,ST,75.0,79.0,43.4684684684685,42.656537753223,64.479813664596,8.5714285714285,0.19535499392955932,0.12942268347833305,1.509433962264151,1.169811320754717,0.775,0.33962264150943394,2.2264150943396226,0.9811320754716981,1.2075471698113207,1.7358490566037736,1.471698113207547,0.0996207392440652,0.3624270689445284,0.6415094339622641,0.18867924528301888,0.9811320754716981,0.8230926608666778,10.754716981132075,0.22641509433962265,0.2641509433962264,1.3758041654455722,0.2321443996946613,0.4013292446844007,1.8946637342284987,0.8387544854728557,1.4570881858277405,1.766612305195329,0.11935337288753337,0.4286759515216826,0.7567559267103953,0.2295128132920304,1.181672809877304,True,34.0,33.0,25.0,54.0,33.0,52.0,36.7,25.0,False
Giacomo Raspadori,8.571365582756698,3.3904987117275596,14.492626149207354,70.0,9.0,35.0,49.0,5.0,4.0,4.0,32.0,8.0,56.0,20.0,27.0,13.0,8.0,10.0,726.0,6.0,2,7.642611720926956,3.024863311103758,12.920504791314574,62.41973244147157,31.297479694218826,43.81647157190635,3.5629479216435738,28.620401337792647,7.145365504061156,62.68711656441718,22.355828220858896,24.11317486860965,11.603917821309125,8.969325153374234,8.946309125656951,648.8653846153846,23.700000000000003,21.1,25.0,ITA-Serie A,Atalanta,"MF,FW",2,19000000.0,33700000.0,2030.0,80.0,83.0,79.0,31.83,60.0,56.0,80.0,69.0,80.0,CAM,78.0,81.0,30.625,55.142857142857494,77.6836067158645,7.142857142857,0.3616609950530252,0.12244807975366712,2.953586497890295,1.4767932489451474,0.7142857142857143,0.33755274261603374,2.362869198312236,0.8438818565400843,1.1392405063291138,0.33755274261603374,0.5485232067510548,0.14305901737247084,0.6115032130467237,1.350210970464135,0.16877637130801687,0.42194092827004215,0.42863441724330187,2.531645569620253,0.2531645569620253,0.33755274261603374,1.3205687634691485,0.3224730683935424,0.30149221536123016,2.645026015376252,0.9432838911754807,1.0174335387599007,0.4896167857092457,0.1276313633377113,0.5451689785364798,1.2076118707929386,0.1503353553436107,0.3774813977070443,True,30.0,35.0,26.0,56.0,51.0,8.0,36.6,8.0,True
Arthur Atta,5.778392489999533,4.999579049646854,19.33616640418768,83.0,5.0,46.0,83.0,4.0,7.0,5.0,52.0,21.0,168.0,47.0,46.0,88.0,35.0,90.0,2549.0,5.0,4,6.140457320634781,5.297923252727989,20.557942628080355,88.06144067796609,48.856378233719894,88.06144067796609,7.433876003568242,55.10883140053524,22.265276538804635,158.5276073619632,44.48261758691207,48.8200267618198,93.56868867082962,33.0961145194274,95.53166815343442,2701.332404103479,42.3,42.3,22.0,ITA-Serie A,Udinese,"MF,FW",2,9500000.0,19000000.0,2029.0,72.0,70.0,66.0,35.99,490.0,72.0,76.0,60.0,70.0,CAM,74.0,82.0,44.451871657754,44.3439278428,82.7697159762545,4.3859649122807,0.13660502340424427,0.06961918662650039,1.9621749408983453,1.0874704491725768,0.5542168674698795,0.4964539007092199,3.9716312056737593,1.1111111111111112,1.0874704491725768,0.8274231678486998,2.080378250591017,0.11819335814767978,0.45711977314864494,1.2293144208037825,0.16548463356973997,2.127659574468085,-0.7783924899995327,11.583924349881798,0.1182033096926714,0.2127659574468085,1.1549971213645367,0.14516447566512486,0.526365875621859,3.7476975735688702,1.0515985245132877,1.1541377485063782,2.2120257368990455,0.1252464125940423,0.48600337182223063,1.3028092529677362,0.17574174949333907,2.2584318712395848,True,2.0,11.0,55.0,48.0,53.0,87.0,36.5,2.0,False
Jan Thielmann,2.051962135359645,0.9982307981699704,7.126834977418184,27.0,3.0,22.0,28.0,3.0,1.0,3.0,14.0,6.0,61.0,18.0,23.0,16.0,19.0,8.0,727.0,3.0,1,2.13491379615078,1.0385848091598202,7.414941072249983,28.091489361702127,22.88936170212766,29.13191489361702,1.0404255319148936,14.56595744680851,6.242553191489361,58.62985685071575,17.300613496932517,23.929787234042557,16.646808510638298,18.261758691206545,8.323404255319149,756.3893617021276,17.1,17.1,23.0,GER-Bundesliga,Köln,"MF,FW",1,3500000.0,6600000.0,2028.0,81.0,84.0,69.0,35.02,268.0,58.0,62.0,60.0,67.0,RM,72.0,77.0,55.882352941176,46.601941747573,75.12315270936,10.714285714286,0.11999778569354648,0.07599859760591278,1.5789473684210524,1.286549707602339,0.7857142857142857,0.3508771929824561,3.567251461988304,1.0526315789473684,1.3450292397660817,1.111111111111111,0.935672514619883,0.058376070068419314,0.41677397528761306,0.8187134502923976,0.05847953216374269,0.4678362573099415,0.9480378646403551,15.67251461988304,0.17543859649122806,0.23391812865497075,1.3385591638671144,0.12484876000881753,0.36506159014557665,3.428646599457061,1.011731783446346,1.3994027622247107,0.9734975737215378,0.06073595375203626,0.4336222849268995,0.8518103770063455,0.06084359835759611,0.4867487868607689,True,15.0,24.0,37.0,73.0,21.0,53.0,35.4,15.0,True
Carlos Martín,3.629629352129996,3.1670682169497018,6.5066955694928765,35.0,2.0,25.0,35.0,2.0,4.0,2.0,16.0,7.0,74.0,54.0,33.0,24.0,22.0,13.0,879.0,2.0,2,3.7278874696418045,3.322951430337791,6.611191908349356,36.292393389861985,25.82859441728044,36.292393389861985,4.152429287615275,16.775168657547813,7.2253883765550535,71.73824130879345,51.869120654396724,34.795259020857834,25.080027232778367,21.38650306748466,13.37130655443461,916.2603577396794,19.8,19.8,23.0,ESP-La Liga,Rayo Vallecano,"MF,FW",2,3200000.0,0.0,,76.0,74.0,73.0,34.08,102.0,69.0,62.0,63.0,67.0,ST,70.0,77.0,42.857142857143,39.6806282722515,75.503421309873,3.84615384615385,0.18331461374393918,0.10370369577514274,1.7676767676767675,1.2626262626262625,0.7142857142857143,0.35353535353535354,3.7373737373737375,2.727272727272727,1.6666666666666665,1.1111111111111112,1.2121212121212122,0.15995294024998494,0.32862098835822606,0.8080808080808081,0.20202020202020202,0.6565656565656566,-1.6296293521299958,5.151515151515151,0.10101010101010101,0.20202020202020202,1.304474465519214,0.18827714493140427,0.36491860487651784,3.6231435004441135,2.6196525583028647,1.7573363141847391,1.2666680420595133,0.16782582981503993,0.33389858122976546,0.8472307402801925,0.20971865088966035,0.6753185128502328,True,13.0,22.0,47.0,59.0,42.0,26.0,35.3,13.0,True
Gauthier Hein,3.4557200483977795,4.457953127101064,9.394331835210323,44.0,3.0,27.0,44.0,7.0,7.0,2.0,58.0,15.0,99.0,18.0,17.0,36.0,7.0,9.0,1847.0,8.0,7,3.4557200483977795,4.457953127101064,9.394331835210323,44.0,27.0,44.0,7.0,58.0,15.0,99.0,18.0,17.0,36.0,7.0,9.0,1847.0,26.1,26.1,28.0,FRA-Ligue 1,Metz,"MF,FW",1,7500000.0,15000000.0,2028.0,77.0,78.0,74.0,34.08,356.0,46.0,73.0,38.0,75.0,CAM,76.0,76.0,35.0,34.375,89.825783972125,18.181818181818,0.13240306698842066,0.07853909200904044,1.685823754789272,1.0344827586206895,0.6136363636363636,0.5747126436781609,3.7931034482758617,0.689655172413793,0.6513409961685823,0.2681992337164751,1.379310344827586,0.17080280180463844,0.35993608564024226,2.2222222222222223,0.2681992337164751,0.3448275862068965,-0.45572004839777946,13.639846743295019,0.3065134099616858,0.5747126436781609,1.0344827586206895,0.13240306698842066,0.5747126436781609,3.7931034482758617,0.689655172413793,0.6513409961685823,1.379310344827586,0.17080280180463844,0.35993608564024226,2.2222222222222223,0.2681992337164751,0.3448275862068965,True,36.0,9.0,54.0,23.0,63.0,31.0,35.0,9.0,False
Habib Diallo,5.168040789663792,0.7432543095201254,6.45493212621659,38.0,4.0,30.0,38.0,3.0,0.0,5.0,12.0,8.0,39.0,9.0,29.0,26.0,72.0,13.0,545.0,4.0,1,5.168040789663792,0.7432543095201254,6.45493212621659,38.0,30.0,38.0,0.0,12.0,8.0,39.0,9.0,29.0,26.0,72.0,13.0,545.0,21.2,21.2,30.0,FRA-Ligue 1,Metz,FW,1,2300000.0,4600000.0,2028.0,71.0,69.0,71.0,35.34,305.0,81.0,61.0,77.0,72.0,ST,72.0,72.0,49.315068493151,44.347826086957,66.666666666667,10.526315789474,0.24377550894640526,0.13600107341220505,1.7924528301886793,1.4150943396226416,0.7894736842105263,0.37735849056603776,1.839622641509434,0.42452830188679247,1.3679245283018868,3.3962264150943398,1.2264150943396226,0.03505916554340214,0.3044779304819146,0.5660377358490566,0.0,0.6132075471698113,-1.1680407896637917,14.38679245283019,0.18867924528301888,0.2358490566037736,1.4150943396226416,0.24377550894640526,0.37735849056603776,1.839622641509434,0.42452830188679247,1.3679245283018868,1.2264150943396226,0.03505916554340214,0.3044779304819146,0.5660377358490566,0.0,0.6132075471698113,True,37.0,36.0,18.0,64.0,6.0,60.0,34.8,6.0,True
Goduine Koyalipou,9.144817044958472,1.2456885483115911,10.899056028574705,64.0,5.0,42.0,52.0,5.0,3.0,7.0,11.0,3.0,25.0,7.0,7.0,27.0,24.0,21.0,469.0,5.0,1,8.954936009089915,1.2059704047618216,10.744440630522154,63.63844908438805,40.06849333198046,49.63367581469831,2.9748278402498687,10.205881444686096,2.9748278402498687,25.16359918200409,6.746421267893661,6.590354642467983,27.299816039421387,24.805725971370144,21.35016035892165,454.44971523608274,19.9,17.200000000000003,25.0,FRA-Ligue 1,Angers,FW,2,3100000.0,0.0,,75.0,73.0,73.0,33.53,56.0,78.0,68.0,71.0,73.0,ST,72.0,75.0,44.0650406504065,38.7700534759355,63.99782135076249,9.76190476190475,0.45953854497278757,0.14288776632747613,3.2160804020100504,2.1105527638190957,0.8076923076923077,0.15075376884422112,1.256281407035176,0.35175879396984927,0.35175879396984927,1.206030150753769,1.35678391959799,0.06259741448801966,0.5476912577173219,0.5527638190954774,0.15075376884422112,1.0552763819095479,-4.144817044958472,2.814070351758794,0.2512562814070352,0.30150753768844224,2.013492127235199,0.44999678437637763,0.14948883619346076,1.2645024714574922,0.3390161441152594,0.3311736001240193,1.3718500522322306,0.060601527877478474,0.5399216397247314,0.5128583640545777,0.14948883619346076,1.072872379845309,True,39.0,72.0,4.0,32.0,23.0,28.0,34.8,4.0,True
Adrián Liso,2.757198302075267,0.1507773920893669,3.0900558568537235,26.0,3.0,15.0,26.0,1.0,0.0,2.0,4.0,12.0,53.0,28.0,43.0,26.0,36.0,15.0,669.0,3.0,0,3.353905397300511,0.1834083202281105,3.758799288560872,31.62686567164179,18.246268656716417,31.62686567164179,0.0,4.865671641791045,14.597014925373134,43.57055214723926,23.018404907975462,52.30597014925373,31.62686567164179,29.59509202453988,18.246268656716417,813.7835820895522,18.9,18.9,20.0,ESP-La Liga,Getafe,"FW,MF",1,5000000.0,0.0,,83.0,82.0,69.0,34.49,423.0,75.0,63.0,62.0,74.0,LM,72.0,83.0,30.508474576271,43.147208121827,68.978102189781,11.538461538462,0.14588350804631042,0.10604608854135641,1.3756613756613758,0.7936507936507937,0.5769230769230769,0.634920634920635,2.8042328042328046,1.4814814814814816,2.2751322751322753,1.9047619047619049,1.3756613756613758,0.007977639793088197,0.1634950188811494,0.21164021164021166,0.0,0.7936507936507937,0.24280169792473316,22.380952380952383,0.15873015873015875,0.15873015873015875,0.9654110400379057,0.17745531202648207,0.7723288320303247,2.305320219430649,1.2179050215860034,2.7675116481086635,1.6733791360657033,0.009704143927413254,0.19887826923602497,0.2574429440101082,0.0,0.9654110400379057,True,24.0,9.0,68.0,57.0,4.0,55.0,34.6,4.0,True
Rafa Mir,9.31771088205278,2.6447448674589396,14.425982078537345,96.0,8.0,68.0,96.0,8.0,5.0,17.0,13.0,16.0,55.0,28.0,23.0,33.0,31.0,7.0,1008.0,9.0,2,8.310134801142873,2.393682538568951,12.692541039910017,85.75552873941876,60.39745692309896,85.75552873941876,4.563122162224099,11.668705329647505,13.885479181288224,61.47443762781187,30.756646216768914,20.63210607731641,29.26981967142673,34.29652351738241,6.258096165690304,905.5626244324447,28.4,28.4,28.0,ESP-La Liga,Valencia,"FW,MF",2,6000000.0,0.0,,84.0,78.0,76.0,34.7,335.0,84.0,68.0,77.0,72.0,ST,75.0,75.0,33.480392156863,34.6491228070175,76.71875,7.64895330112735,0.3280884113398866,0.09705948835471645,3.3802816901408455,2.3943661971830985,0.7083333333333334,0.5633802816901409,1.9366197183098592,0.9859154929577465,0.8098591549295775,1.091549295774648,1.1619718309859155,0.09312481927672323,0.5079571154414558,0.45774647887323944,0.17605633802816903,0.24647887323943662,-1.3177108820527792,11.795774647887324,0.31690140845070425,0.38732394366197187,2.1266710184189774,0.29261038032193215,0.48892532328479665,2.164592874218728,1.0829805005904547,0.7264826083562117,1.0306274532192512,0.0842845964284842,0.4469204591517612,0.4108699059735037,0.1606733155712711,0.22035549879191213,True,19.0,54.0,38.0,28.0,24.0,35.0,34.0,19.0,False
Hwang Hee-chan,2.6996215488761672,2.166634211316705,7.171300148591399,24.0,3.0,14.0,24.0,3.0,4.0,2.0,18.0,11.0,85.0,16.0,27.0,21.0,9.0,11.0,899.0,4.0,2,2.9837874776841744,2.4395412806919547,7.9399270138048115,26.79110400839373,15.617653059241846,26.79110400839373,4.444202110089961,20.18774651718577,11.93830027007597,77.43149284253579,14.65439672801636,29.715108710435814,22.73407717566596,8.202453987730062,12.315974313637867,990.1164484038316,23.400000000000002,23.400000000000002,29.0,ENG-Premier League,Wolves,"MF,FW",2,4200000.0,8000000.0,2028.0,80.0,85.0,76.0,34.79,267.0,68.0,78.0,68.0,76.0,CF,74.0,74.0,27.5,36.4191037239635,79.49735449735451,25.263157894737,0.11536844225966525,0.11248423120317363,1.0256410256410255,0.5982905982905983,0.5833333333333334,0.47008547008547,3.632478632478632,0.6837606837606837,1.1538461538461537,0.3846153846153846,0.8974358974358974,0.092591205611825,0.3064658183158717,0.7692307692307692,0.17094017094017092,0.47008547008547,0.30037845112383277,11.410256410256409,0.17094017094017092,0.2564102564102564,0.6674210709077711,0.12751228537111856,0.5101837722254687,3.3090381556639223,0.6262562704280495,1.269876440616915,0.9715417596438444,0.10425390088427156,0.3393131202480688,0.8627242101361439,0.18992316709786156,0.5263236886170028,True,52.0,4.0,45.0,36.0,32.0,44.0,33.6,4.0,True
Tim Skarke,2.7940087281167507,2.9028956098482013,8.291639303788543,34.0,1.0,17.0,32.0,1.0,3.0,2.0,26.0,8.0,83.0,21.0,24.0,26.0,17.0,15.0,788.0,1.0,3,3.410162095224881,3.539982391215944,10.113626557280025,41.47985074626865,20.73384328358209,39.03485074626866,3.6553358208955222,31.712014925373133,9.755671641791045,68.02044989775052,17.206543967280165,29.28526119402985,31.742425373134328,13.922290388548058,18.307089552238807,961.6452611940299,19.8,19.8,28.0,GER-Bundesliga,Union Berlin,"MF,FW",2,3100000.0,5600000.0,2030.0,87.0,86.0,73.0,35.73,131.0,68.0,67.0,52.0,73.0,ST,73.0,73.0,20.8333333333335,42.8052325581395,71.0717610035015,3.57142857142855,0.14111155192508842,0.08217672729755149,1.7171717171717171,0.8585858585858586,0.53125,0.40404040404040403,4.191919191919192,1.0606060606060606,1.2121212121212122,0.8585858585858586,1.3131313131313131,0.14661088938627279,0.41876966180750214,1.3131313131313131,0.15151515151515152,0.7575757575757576,-1.7940087281167507,6.616161616161616,0.050505050505050504,0.20202020202020202,1.0471638022011156,0.17223040884974145,0.49271068897934567,3.4353762574621474,0.8690173720848567,1.4790535956580733,1.6031527966229457,0.17878698945535068,0.5107892200646477,1.6016169154228854,0.1846129202472486,0.9246004824363033,True,7.0,10.0,47.0,40.0,59.0,59.0,33.0,7.0,True
Bryan Zaragoza,4.434812248684466,6.633746693842113,13.690720867365599,68.0,1.0,45.0,68.0,2.0,8.0,2.0,54.0,10.0,87.0,23.0,56.0,20.0,3.0,84.0,1496.0,2.0,7,4.5985437171968435,6.831808546623103,13.960834012319884,69.7771666150191,46.10419894638983,69.7771666150191,8.12390248941225,55.65083669042454,9.973879248011569,84.8323108384458,22.56237218813906,57.86281117653135,20.762253382914988,2.916155419222904,86.65846761698171,1531.839685982853,34.5,33.0,23.0,ESP-La Liga,Celta Vigo,"FW,MF",2,16500000.0,0.0,,82.0,85.0,72.0,34.86,217.0,33.0,58.0,42.0,70.0,RM,77.0,83.0,14.5833333333335,46.536271808999004,75.0833599622105,3.1135531135531,0.12854528257056422,0.06521782718653626,1.9710144927536233,1.3043478260869565,0.6617647058823529,0.2898550724637681,2.5217391304347827,0.6666666666666666,1.6231884057971016,0.08695652173913043,0.5797101449275363,0.1922825128649888,0.3968324889091478,1.565217391304348,0.2318840579710145,2.4347826086956523,-3.434812248684466,6.2898550724637685,0.057971014492753624,0.2608695652173913,1.3363535926489805,0.13329112223758965,0.28909794921772664,2.458907560534661,0.6539818025547554,1.6771829326530827,0.6018044458815939,0.19802343613400297,0.40466185542956185,1.6130677301572331,0.2354754344757174,2.5118396410719335,True,5.0,18.0,20.0,58.0,61.0,60.0,32.6,5.0,False
Mamadou Sylla,1.99993778206408,0.9637680817395448,3.720175037160516,22.0,1.0,19.0,22.0,5.0,2.0,3.0,14.0,4.0,35.0,9.0,32.0,20.0,42.0,5.0,477.0,5.0,1,2.284975643526484,1.101127551333265,4.250386899933393,25.13551401869159,21.707943925233646,25.13551401869159,2.2850467289719627,15.995327102803738,4.570093457943925,30.63394683026585,7.877300613496932,36.5607476635514,22.850467289719628,36.760736196319016,5.712616822429907,544.9836448598131,17.6,17.6,30.0,ESP-La Liga,Valladolid,"FW,MF",1,,,,,,,,0.0,,,,,,,,41.176470588235,48.913043478261,65.037593984962,22.727272727273,0.11363282852636818,0.09090626282109454,1.25,1.0795454545454544,0.8636363636363636,0.22727272727272727,1.9886363636363635,0.5113636363636364,1.8181818181818181,2.3863636363636362,1.1363636363636362,0.05475955009883777,0.21137358165684747,0.7954545454545454,0.11363636363636363,0.28409090909090906,-0.99993778206408,0.0,0.28409090909090906,0.3409090909090909,1.2334059048428208,0.12982816156400476,0.2596644010195412,1.7405651608105595,0.44757389849414386,2.0773152081563295,1.298322005097706,0.06256406541666278,0.24149925567803368,0.9088254035683941,0.1298322005097706,0.3245805012744265,True,46.0,27.0,11.0,74.0,17.0,5.0,32.6,5.0,True
Joel Pohjanpalo,4.397692278958857,1.742062452249229,6.818921614438295,38.0,3.0,29.0,38.0,6.0,3.0,6.0,15.0,5.0,20.0,3.0,15.0,11.0,46.0,3.0,521.0,6.0,0,4.768229544148295,1.888843767516348,7.393464899025114,41.20177383592017,31.443458980044344,41.20177383592017,3.252771618625277,16.263858093126384,5.421286031042128,18.445807770961142,2.766871165644172,16.263858093126384,11.926829268292682,42.42535787321064,3.252771618625277,564.8980044345898,17.8,17.8,29.0,ITA-Serie A,Venezia,FW,1,,,,,,,,0.0,,,,,,,,43.809523809524,38.888888888889,61.046511627907,15.789473684211,0.24706136398645262,0.11572874418312781,2.134831460674157,1.6292134831460674,0.7631578947368421,0.28089887640449435,1.1235955056179774,0.16853932584269662,0.8426966292134831,2.5842696629213484,0.6179775280898876,0.0978686770926533,0.3830854839572076,0.8426966292134831,0.16853932584269662,0.16853932584269662,-1.397692278958857,0.0,0.33707865168539325,0.33707865168539325,1.766486459553053,0.2678780642779941,0.3045666309574229,1.036281335447255,0.1554422003170883,0.9136998928722687,0.6700465881063304,0.10611481839979484,0.4153631965744446,0.9136998928722687,0.18273997857445376,0.18273997857445376,True,44.0,46.0,7.0,47.0,29.0,1.0,32.3,1.0,True
Abdoul Ouattara,0.0,0.0,0.0,0.0,0.0,19.0,32.0,3.0,5.0,3.0,9.0,12.0,132.0,29.0,12.0,13.0,7.0,10.0,1452.0,3.0,1,0.0,0.0,0.0,0.0,17.47089464194288,29.421131714266636,4.611735636533624,8.381675311087863,11.44407096587494,143.25971370143148,31.45194274028629,10.974189168132137,12.084489014535983,7.474437627811861,9.223471273067249,1337.543029183269,24.8,24.8,19.0,FRA-Ligue 1,Strasbourg,"MF,FW",2,4000000.0,8400000.0,2029.0,76.0,77.0,61.0,35.35,393.0,64.0,67.0,50.0,64.0,RM,71.0,80.0,34.8484848484845,44.051204819277004,89.00067196632551,13.7037037037037,0.0,,0.0,0.7661290322580645,0.59375,0.48387096774193544,5.32258064516129,1.1693548387096775,0.48387096774193544,0.282258064516129,0.5241935483870968,0.0,0.0,0.3629032258064516,0.20161290322580644,0.4032258064516129,0.0,15.846774193548386,0.12096774193548386,0.16129032258064516,0.7044715581428581,0.0,0.46145447443044113,5.776601358928689,1.268223497592189,0.44250762774726354,0.4872777828441928,0.0,0.0,0.33797077867289765,0.1859570821182913,0.3719141642365826,True,37.0,2.0,57.0,41.0,17.0,54.0,32.2,2.0,True
