player,us_np_xg,us_xa,us_xg_chain,us_shots,us_np_goals,ss_shotsFromInsideTheBox,ss_totalShots,ss_goalsFromInsideTheBox,ss_bigChancesCreated,ss_bigChancesMissed,ss_keyPasses,ss_possessionWonAttThird,ss_ballRecovery,ss_tackles,ss_wasFouled,ss_dispossessed,ss_aerialDuelsWon,ss_successfulDribbles,ss_touches,ss_goals,fb_ast,season_nineties,nineties,age,league,team,pos,seasons,fifa_value_eur,fifa_release_clause_eur,fifa_contract_end,fifa_pace,fifa_acceleration,fifa_finishing,fifa_strength,fifa_composure,fifa_heading_accuracy,fifa_attack_position,fifa_best_position,fifa_overall_rating,fifa_potential,ss_aerialDuelsWonPercentage,ss_groundDuelsWonPercentage,ss_accuratePassesPercentage,ss_goalConversionPercentage,npxg_p90,npxg_per_shot,shots_p90,box_shots_p90,box_share,press_p90,recov_p90,tackles_p90,fouled_p90,aerials_p90,disp_p90,xa_p90,chain_p90,keyp_p90,bcc_p90,dribbles_p90,np_g_minus_xg,goals_p90,ga_p90,is_nine,FINISH,BOX,PRESS,HOLDUP,LINK,RUN,FIT,FLOOR,thin
Igor Jesus,6.437911256216466,2.280350387096405,8.53495698235929,70.0,5.0,60.0,70.0,6.0,5.0,3.0,15.0,19.0,61.0,24.0,40.0,43.0,81.0,11.0,883.0,6.0,4,25.5,25.5,24.0,ENG-Premier League,Nottingham,FW,1,15500000.0,30600000.0,2029.0,70.0,68.0,77.0,79.0,75.0,79.0,78.0,ST,77.0,81.0,39.130434782609,39.36170212766,72.707423580786,8.5714285714286,0.25246710808692024,0.09197016080309238,2.7450980392156863,2.3529411764705883,0.8571428571428571,0.7450980392156863,2.392156862745098,0.9411764705882353,1.5686274509803921,3.176470588235294,1.6862745098039216,0.08942550537632961,0.3347041953866388,0.5882352941176471,0.19607843137254902,0.43137254901960786,-1.4379112562164664,0.23529411764705882,0.39215686274509803,True,20.0,63.0,62.0,47.0,23.0,14.0,42.8,14.0,False
Mateo Joseph,5.396834125742316,1.590326721780002,7.219164989888668,33.0,2.0,27.0,33.0,2.0,3.0,8.0,14.0,9.0,65.0,29.0,31.0,36.0,10.0,18.0,650.0,2.0,3,18.9,18.9,21.0,ESP-La Liga,Mallorca,"MF,FW",1,5500000.0,0.0,,82.0,79.0,73.0,73.0,66.0,69.0,70.0,ST,72.0,82.0,19.607843137255,46.428571428571,81.456953642384,6.0606060606061,0.28554677913980514,0.16354042805279745,1.7460317460317463,1.4285714285714286,0.8181818181818182,0.4761904761904762,3.4391534391534395,1.5343915343915344,1.6402116402116402,0.5291005291005292,1.9047619047619049,0.0841442709936509,0.38196640158141104,0.7407407407407408,0.15873015873015875,0.9523809523809524,-3.3968341257423162,0.10582010582010583,0.2645502645502646,True,39.0,41.0,53.0,46.0,28.0,53.0,42.8,28.0,True
Frank Magri,9.602074669674039,2.5589388515800238,13.022049967199562,77.0,10.0,67.0,77.0,10.0,4.0,8.0,23.0,17.0,49.0,16.0,50.0,50.0,81.0,14.0,904.0,10.0,2,30.700000000000003,30.700000000000003,25.0,FRA-Ligue 1,Toulouse,"FW,MF",2,3100000.0,6400000.0,2030.0,77.0,78.0,74.0,69.0,66.0,68.0,70.0,ST,72.0,75.0,38.622222222222,36.3794487556865,73.0453978701225,13.257575757575498,0.3127711618786332,0.12470226843732518,2.50814332247557,2.1824104234527684,0.8701298701298701,0.5537459283387621,1.5960912052117262,0.521172638436482,1.6286644951140063,2.6384364820846904,1.6286644951140063,0.0833530570547239,0.4241710087035688,0.7491856677524429,0.1302931596091205,0.4560260586319218,0.3979253303259611,0.3257328990228013,0.3908794788273615,True,41.0,67.0,32.0,45.0,25.0,32.0,42.6,25.0,False
Jeremie Boga,7.660908833146095,3.9747515451163054,14.623953092843294,54.0,5.0,39.0,54.0,5.0,5.0,8.0,39.0,8.0,58.0,17.0,24.0,25.0,6.0,47.0,959.0,5.0,2,26.4,19.2,28.0,ITA-Serie A,Juventus,"MF,FW",2,7500000.0,0.0,,84.0,88.0,68.0,64.0,74.0,59.0,71.0,LW,76.0,76.0,35.064935064935,50.242587601078,84.05648947448151,10.00000000000015,0.29018594064947334,0.14186868209529807,2.0454545454545454,1.4772727272727273,0.7222222222222222,0.30303030303030304,2.1969696969696972,0.6439393939393939,0.9090909090909092,0.2272727272727273,0.946969696969697,0.15055877064834491,0.5539376171531551,1.4772727272727273,0.1893939393939394,1.7803030303030305,-2.6609088331460953,0.1893939393939394,0.26515151515151514,True,35.0,37.0,18.0,52.0,63.0,79.0,42.4,18.0,False
Ché Adams,15.36146331205964,5.3926215255633,24.75498780235648,117.0,15.0,88.0,117.0,13.0,11.0,19.0,53.0,20.0,104.0,26.0,55.0,51.0,66.0,24.0,1685.0,15.0,5,50.5,50.5,29.0,ITA-Serie A,Torino,FW,2,14500000.0,24700000.0,2027.0,82.0,80.0,81.0,68.0,72.0,66.0,78.0,ST,78.0,78.0,36.660029865605,43.829401088929,75.1847723570265,12.6916273584905,0.3041873923180127,0.13129455822273198,2.3168316831683167,1.7425742574257426,0.7521367521367521,0.39603960396039606,2.0594059405940595,0.5148514851485149,1.0891089108910892,1.306930693069307,1.00990099009901,0.10678458466461979,0.4901977782644848,1.0495049504950495,0.21782178217821782,0.4752475247524752,-0.3614633120596409,0.297029702970297,0.39603960396039606,True,52.0,47.0,22.0,49.0,43.0,44.0,42.4,22.0,False
Joel Roca,4.518066472373903,1.951041013002396,8.29686073306948,48.0,3.0,32.0,48.0,2.0,2.0,5.0,16.0,5.0,63.0,23.0,45.0,30.0,5.0,37.0,803.0,3.0,1,16.4,16.4,20.0,ESP-La Liga,Girona,"MF,FW",1,6500000.0,15000000.0,2029.0,83.0,85.0,68.0,61.0,66.0,58.0,70.0,CAM,73.0,82.0,20.0,49.065420560748,83.246073298429,6.25,0.27549185807157944,0.09412638484112297,2.9268292682926833,1.9512195121951221,0.6666666666666666,0.30487804878048785,3.8414634146341466,1.402439024390244,2.7439024390243905,0.30487804878048785,1.829268292682927,0.11896591542697538,0.5059061422603341,0.9756097560975611,0.12195121951219513,2.25609756097561,-1.5180664723739028,0.1829268292682927,0.24390243902439027,True,9.0,44.0,42.0,59.0,44.0,75.0,42.2,9.0,True
Walid Cheddira,5.973041646182537,1.6459182873368263,7.86293521290645,46.0,5.0,41.0,46.0,5.0,2.0,6.0,17.0,8.0,52.0,11.0,61.0,31.0,40.0,18.0,675.0,5.0,2,20.799999999999997,18.2,27.0,ESP-La Liga,Espanyol,FW,2,2500000.0,0.0,,79.0,78.0,72.0,83.0,67.0,67.0,73.0,ST,72.0,72.0,35.4166666666665,45.1655052264805,70.032844630617,9.90675990675985,0.2871654637587759,0.1298487314387508,2.2115384615384617,1.9711538461538465,0.8913043478260869,0.3846153846153847,2.5000000000000004,0.528846153846154,2.932692307692308,1.9230769230769234,1.4903846153846156,0.07913068689119358,0.3780257313897332,0.8173076923076924,0.09615384615384617,0.8653846153846155,-0.9730416461825371,0.24038461538461542,0.33653846153846156,True,32.0,60.0,25.0,66.0,20.0,46.0,42.1,20.0,True
Wilson Odobert,4.576129856519401,2.8081150902435184,9.998453276231885,34.0,1.0,23.0,35.0,1.0,3.0,7.0,26.0,13.0,88.0,24.0,13.0,38.0,9.0,36.0,951.0,1.0,2,20.3,20.3,20.0,ENG-Premier League,Tottenham,"FW,MF",2,21000000.0,44100000.0,2029.0,86.0,87.0,69.0,43.0,72.0,44.0,76.0,RM,77.0,84.0,31.3725490196075,46.001642036124494,84.84836973725851,3.84615384615385,0.22542511608469956,0.13459205460351178,1.6748768472906403,1.1330049261083743,0.6571428571428571,0.6403940886699507,4.334975369458128,1.1822660098522166,0.6403940886699507,0.44334975369458124,1.8719211822660098,0.1383307926228334,0.49253464414935394,1.2807881773399015,0.14778325123152708,1.773399014778325,-3.576129856519401,0.04926108374384236,0.14778325123152708,True,24.0,20.0,70.0,31.0,54.0,81.0,42.1,20.0,True
Matteo Cancellieri,7.726281488314271,2.4621978159993887,12.537208147346973,63.0,7.0,42.0,63.0,5.0,4.0,9.0,29.0,14.0,112.0,68.0,108.0,52.0,63.0,42.0,1494.0,7.0,2,35.0,35.0,23.0,ITA-Serie A,Parma,"MF,FW",2,6500000.0,11500000.0,2027.0,83.0,79.0,71.0,68.0,72.0,64.0,67.0,CAM,74.0,79.0,49.285714285714505,49.734579840963,73.696743467628,11.6962305986698,0.22075089966612202,0.12263938870340113,1.8,1.2,0.6666666666666666,0.4,3.2,1.9428571428571428,3.085714285714286,1.8,1.4857142857142858,0.07034850902855397,0.3582059470670564,0.8285714285714286,0.11428571428571428,1.2,-0.726281488314271,0.2,0.2571428571428571,True,32.0,22.0,46.0,83.0,21.0,59.0,42.0,21.0,False
Casper Tengstedt,4.810324747115374,1.2589485691860318,7.137801101431251,38.0,5.0,33.0,38.0,6.0,2.0,6.0,12.0,11.0,37.0,7.0,9.0,6.0,20.0,9.0,483.0,6.0,1,16.9,16.9,24.0,ITA-Serie A,Hellas Verona,FW,1,,,,,,,,,,,,,,24.691358024691,43.859649122807,69.395017793594,15.789473684211,0.28463460042102806,0.1265874933451414,2.248520710059172,1.9526627218934913,0.868421052631579,0.6508875739644971,2.1893491124260356,0.4142011834319527,0.5325443786982249,1.183431952662722,0.3550295857988166,0.07449399817668828,0.42235509475924565,0.7100591715976332,0.1183431952662722,0.5325443786982249,0.1896752528846264,0.3550295857988166,0.4142011834319527,True,51.0,57.0,44.0,35.0,22.0,27.0,42.0,22.0,True
Zian Flemming,8.032457021065056,0.6848367601633072,7.825265257619321,52.0,9.0,42.0,53.0,9.0,0.0,10.0,10.0,3.0,33.0,17.0,26.0,17.0,68.0,4.0,589.0,11.0,0,19.7,19.7,26.0,ENG-Premier League,Burnley,FW,1,6500000.0,12800000.0,2029.0,70.0,65.0,76.0,81.0,72.0,76.0,76.0,ST,75.0,76.0,44.736842105263,37.704918032787,64.981949458484,20.754716981132,0.4077389350794445,0.15447032732817417,2.6395939086294415,2.1319796954314723,0.7924528301886793,0.15228426395939088,1.6751269035532996,0.8629441624365483,1.3197969543147208,3.451776649746193,0.8629441624365483,0.03476328731793438,0.39722158668118385,0.5076142131979695,0.0,0.20304568527918782,0.9675429789349437,0.5583756345177665,0.5583756345177665,True,69.0,69.0,14.0,54.0,9.0,8.0,42.0,8.0,True
Paul Wanner,3.487074453383684,1.4708796814084053,7.205643737688661,25.0,2.0,17.0,25.0,2.0,2.0,6.0,20.0,12.0,90.0,40.0,18.0,37.0,12.0,25.0,1024.0,3.0,2,19.7,19.7,18.0,GER-Bundesliga,Heidenheim,"MF,FW",1,,,,,,,,,,,,,,40.0,44.385026737968,77.115987460815,12.0,0.17700885550170986,0.13948297813534738,1.2690355329949239,0.8629441624365483,0.68,0.6091370558375635,4.568527918781726,2.030456852791878,0.9137055837563453,0.6091370558375635,1.8781725888324874,0.07466394321870078,0.3657687176491706,1.015228426395939,0.10152284263959391,1.2690355329949239,-1.4870744533836842,0.15228426395939088,0.25380710659898476,True,47.0,12.0,73.0,40.0,26.0,72.0,41.8,12.0,True
Giacomo Raspadori,8.571365582756698,3.3904987117275596,14.492626149207354,70.0,9.0,35.0,49.0,5.0,4.0,4.0,32.0,8.0,56.0,20.0,27.0,13.0,8.0,10.0,726.0,6.0,2,23.700000000000003,21.1,25.0,ITA-Serie A,Atalanta,"MF,FW",2,19000000.0,33700000.0,2030.0,80.0,83.0,79.0,56.0,80.0,69.0,80.0,CAM,78.0,81.0,30.625,55.142857142857494,77.6836067158645,7.142857142857,0.3616609950530252,0.12244807975366712,2.953586497890295,1.4767932489451474,0.7142857142857143,0.33755274261603374,2.362869198312236,0.8438818565400843,1.1392405063291138,0.33755274261603374,0.5485232067510548,0.14305901737247084,0.6115032130467237,1.350210970464135,0.16877637130801687,0.42194092827004215,0.42863441724330187,0.2531645569620253,0.33755274261603374,True,30.0,43.0,24.0,58.0,59.0,40.0,41.8,24.0,True
Federico Bonazzoli,6.739463760983199,1.532783793285489,10.240432717371732,75.0,7.0,45.0,75.0,9.0,3.0,5.0,13.0,17.0,86.0,30.0,80.0,34.0,9.0,11.0,1252.0,10.0,1,27.9,27.9,28.0,ITA-Serie A,Cremonese,FW,1,2400000.0,4300000.0,2028.0,65.0,68.0,78.0,69.0,66.0,68.0,77.0,ST,72.0,72.0,34.615384615385,54.504504504505,84.393757503001,13.333333333333,0.24155784089545518,0.08985951681310932,2.688172043010753,1.6129032258064517,0.6,0.6093189964157706,3.0824372759856633,1.0752688172043012,2.867383512544803,0.3225806451612903,1.2186379928315412,0.05493848721453366,0.367040599188951,0.4659498207885305,0.10752688172043011,0.3942652329749104,0.2605362390168011,0.35842293906810035,0.3942652329749104,True,34.0,31.0,58.0,76.0,20.0,8.0,41.8,8.0,False
Gift Orban,13.997940018773079,2.6780524663627148,18.451287526637316,96.0,9.0,54.0,96.0,9.0,3.0,13.0,22.0,15.0,75.0,7.0,28.0,36.0,39.0,23.0,920.0,11.0,2,32.2,30.1,23.0,GER-Bundesliga,Hoffenheim,FW,2,8500000.0,0.0,,76.0,78.0,81.0,67.0,80.0,61.0,75.0,ST,74.0,81.0,34.149277688603505,33.6590038314175,71.83018124507501,22.29946524064155,0.4347186341233875,0.14581187519555291,2.981366459627329,1.6770186335403725,0.5625,0.4658385093167701,2.3291925465838506,0.21739130434782608,0.8695652173913043,1.2111801242236024,1.1180124223602483,0.08316933125350046,0.5730213517589228,0.6832298136645962,0.09316770186335403,0.7142857142857142,-4.997940018773079,0.3416149068322981,0.40372670807453415,True,74.0,48.0,27.0,29.0,29.0,37.0,41.4,27.0,False
Valentín Castellanos,20.96734766382724,4.377021847292781,26.009652686305344,158.0,14.0,91.0,128.0,12.0,13.0,16.0,36.0,18.0,65.0,20.0,60.0,37.0,83.0,24.0,1178.0,12.0,3,49.6,41.9,26.0,ENG-Premier League,West Ham,FW,2,,,,,,,,,,,,,,50.746268656716495,49.375,69.24106818016449,9.629629629629651,0.422728783544904,0.1327047320495395,3.185483870967742,1.8346774193548387,0.7109375,0.3629032258064516,1.310483870967742,0.4032258064516129,1.2096774193548387,1.6733870967741935,0.7459677419354839,0.088246408211548,0.5243881589980915,0.7258064516129032,0.2620967741935484,0.48387096774193544,-6.9673476638272405,0.24193548387096772,0.3024193548387097,True,36.0,56.0,13.0,71.0,34.0,25.0,41.0,13.0,False
Anastasios Douvikas,0.0,0.0,0.0,0.0,0.0,77.0,83.0,17.0,2.0,19.0,26.0,8.0,44.0,22.0,69.0,59.0,47.0,17.0,914.0,17.0,2,39.5,33.1,25.0,ESP-La Liga,Celta Vigo,FW,2,,,,,,,,,,,,,,41.654650324441,45.806603035519004,74.55076370170701,19.429590017825,0.0,,0.0,1.9493670886075949,0.927710843373494,0.20253164556962025,1.1139240506329113,0.5569620253164557,1.7468354430379747,1.1898734177215189,1.4936708860759493,0.0,0.0,0.6582278481012658,0.05063291139240506,0.43037974683544306,0.0,0.43037974683544306,0.4810126582278481,True,85.0,45.0,8.0,65.0,9.0,17.0,41.0,8.0,False
Shuto Machino,10.554465751163661,3.371901597827673,18.466437759809196,74.0,12.0,57.0,77.0,12.0,5.0,8.0,42.0,9.0,81.0,16.0,36.0,29.0,59.0,13.0,1427.0,14.0,3,33.7,33.7,25.0,GER-Bundesliga,Gladbach,"FW,MF",2,4100000.0,7300000.0,2029.0,81.0,74.0,73.0,75.0,67.0,69.0,70.0,ST,73.0,76.0,43.44581440623,40.9042927515835,72.3600456993635,16.553544494721,0.3131888946932837,0.1426279155562657,2.1958456973293767,1.691394658753709,0.7402597402597403,0.2670623145400593,2.403560830860534,0.4747774480712166,1.0682492581602372,1.750741839762611,0.8605341246290801,0.10005642723524251,0.5479655121605103,1.2462908011869436,0.14836795252225518,0.38575667655786344,1.4455342488363385,0.4154302670623145,0.5044510385756676,True,55.0,46.0,16.0,50.0,43.0,32.0,40.9,16.0,False
Ilyas Chaira,7.220865061506629,2.07834442704916,11.205173783004284,84.0,7.0,49.0,80.0,5.0,3.0,7.0,18.0,16.0,114.0,49.0,41.0,36.0,21.0,34.0,1280.0,6.0,2,27.2,27.2,24.0,ESP-La Liga,Oviedo,"MF,FW",1,4200000.0,9600000.0,2028.0,80.0,80.0,71.0,65.0,66.0,60.0,69.0,CAM,73.0,76.0,38.181818181818,39.74358974359,83.257918552036,7.5,0.2654729802024496,0.08596267930365034,3.088235294117647,1.8014705882352942,0.6125,0.5882352941176471,4.1911764705882355,1.8014705882352942,1.5073529411764706,0.7720588235294118,1.3235294117647058,0.0764097215826897,0.4119549184928046,0.6617647058823529,0.11029411764705882,1.25,-0.220865061506629,0.22058823529411764,0.29411764705882354,True,10.0,38.0,69.0,50.0,27.0,56.0,40.9,10.0,False
Vladyslav Vanat,7.2669995576143265,2.104125237092376,8.851113688200712,27.0,6.0,25.0,27.0,8.0,3.0,9.0,12.0,6.0,24.0,5.0,17.0,14.0,17.0,9.0,459.0,9.0,1,21.6,21.6,23.0,ESP-La Liga,Girona,FW,1,16000000.0,34800000.0,2030.0,80.0,80.0,81.0,69.0,75.0,75.0,81.0,ST,77.0,82.0,33.333333333333,36.904761904762,78.021978021978,33.333333333333,0.33643516470436696,0.26914813176349356,1.25,1.1574074074074074,0.9259259259259259,0.27777777777777773,1.111111111111111,0.23148148148148145,0.787037037037037,0.787037037037037,0.6481481481481481,0.09741320542094334,0.40977378186114405,0.5555555555555555,0.13888888888888887,0.41666666666666663,-1.2669995576143265,0.41666666666666663,0.4629629629629629,True,94.0,46.0,6.0,33.0,27.0,37.0,40.8,6.0,True
Takuma Asano,5.196423402056098,1.949492022395134,9.920604828745127,45.0,3.0,41.0,45.0,3.0,3.0,11.0,9.0,4.0,64.0,27.0,25.0,24.0,14.0,8.0,640.0,3.0,1,19.1,19.1,30.0,ESP-La Liga,Mallorca,"MF,FW",2,4100000.0,8600000.0,2028.0,83.0,86.0,69.0,73.0,73.0,58.0,75.0,RW,74.0,74.0,23.168103448276,46.046454163578005,73.7667504187605,6.5126050420168,0.27206405246367005,0.11547607560124662,2.3560209424083767,2.1465968586387434,0.9111111111111111,0.20942408376963348,3.3507853403141357,1.413612565445026,1.3089005235602094,0.7329842931937173,1.256544502617801,0.1020676451515777,0.5194033941751375,0.47120418848167533,0.15706806282722513,0.41884816753926696,-2.196423402056098,0.15706806282722513,0.20942408376963348,True,15.0,64.0,35.0,47.0,32.0,48.0,40.4,15.0,True
Cameron Archer,6.166471207514405,0.4734852155670523,7.4672291576862335,29.0,2.0,27.0,29.0,2.0,0.0,10.0,5.0,7.0,35.0,13.0,13.0,26.0,9.0,15.0,452.0,2.0,0,16.0,16.0,23.0,ENG-Premier League,Southampton,FW,1,,,,,,,,,,,,,,23.076923076923,37.614678899083,82.995951417004,6.8965517241379,0.38540445046965033,0.2126369381901519,1.8125,1.6875,0.9310344827586207,0.4375,2.1875,0.8125,0.8125,0.5625,1.625,0.02959282597294077,0.4667018223553896,0.3125,0.0,0.9375,-4.166471207514405,0.125,0.125,True,56.0,64.0,30.0,18.0,19.0,54.0,40.0,18.0,True
Iker Losada,3.8554303776472807,1.4852566588670015,6.232771480455995,22.0,4.0,14.0,22.0,3.0,3.0,5.0,22.0,10.0,66.0,26.0,9.0,12.0,8.0,10.0,739.0,4.0,1,17.7,14.0,23.0,ESP-La Liga,Celta Vigo,"MF,FW",2,3500000.0,0.0,,72.0,73.0,71.0,61.0,67.0,64.0,72.0,CAM,72.0,77.0,23.9583333333335,43.8491295938105,74.14435784479849,16.964285714285502,0.21782092529080682,0.17524683534760366,1.2429378531073447,0.7909604519774012,0.6363636363636364,0.5649717514124294,3.728813559322034,1.4689265536723164,0.5084745762711864,0.4519774011299435,0.6779661016949153,0.08391280558570631,0.3521339819466664,1.2429378531073447,0.16949152542372883,0.5649717514124294,0.1445696223527193,0.22598870056497175,0.2824858757062147,True,65.0,13.0,63.0,33.0,32.0,23.0,39.5,13.0,True
Josué Casimir,5.6887264382094145,4.869107197970152,15.071977602317927,49.0,5.0,37.0,49.0,5.0,6.0,4.0,36.0,13.0,150.0,68.0,78.0,42.0,34.0,32.0,1687.0,5.0,4,39.099999999999994,39.099999999999994,23.0,FRA-Ligue 1,Auxerre,"MF,FW",2,2800000.0,5800000.0,2028.0,82.0,80.0,70.0,68.0,67.0,63.0,69.0,ST,71.0,76.0,38.6363636363635,54.273914713791996,78.03187755808949,9.68013468013475,0.14549172476238914,0.11609645792264112,1.2531969309462918,0.946291560102302,0.7551020408163265,0.3324808184143223,3.836317135549873,1.7391304347826089,1.9948849104859339,0.8695652173913044,1.0741687979539642,0.12452959585601413,0.38547257294930765,0.9207161125319694,0.15345268542199492,0.8184143222506395,-0.6887264382094145,0.1278772378516624,0.23017902813299235,True,23.0,16.0,45.0,76.0,37.0,51.0,39.5,16.0,False
Juanmi Latasa,4.549709668383002,0.5770094022154808,6.718333991244435,40.0,3.0,38.0,40.0,3.0,0.0,4.0,13.0,5.0,24.0,4.0,36.0,18.0,96.0,8.0,453.0,3.0,0,15.5,15.5,23.0,ESP-La Liga,Valladolid,FW,1,,,,,,,,,,,,,,61.538461538462,41.176470588235,60.236220472441,7.5,0.2935296560247098,0.11374274170957506,2.5806451612903225,2.4516129032258065,0.95,0.3225806451612903,1.5483870967741935,0.25806451612903225,2.3225806451612905,6.193548387096774,1.1612903225806452,0.037226413046160055,0.4334409026609313,0.8387096774193549,0.0,0.5161290322580645,-1.5497096683830023,0.1935483870967742,0.1935483870967742,True,19.0,73.0,10.0,75.0,16.0,26.0,39.2,10.0,True
Dany Mota,4.940644808113575,1.9611132070422173,9.050512425601482,42.0,5.0,36.0,42.0,5.0,3.0,2.0,22.0,11.0,61.0,13.0,36.0,29.0,62.0,13.0,891.0,5.0,2,23.4,23.4,26.0,ITA-Serie A,Monza,"MF,FW",1,,,,,,,,,,,,,,46.268656716418,42.253521126761,75.954198473282,11.904761904762,0.21113866701340064,0.11763440019318036,1.794871794871795,1.5384615384615385,0.8571428571428571,0.47008547008547014,2.606837606837607,0.5555555555555556,1.5384615384615385,2.64957264957265,1.2393162393162394,0.08380825671120587,0.3867740352821147,0.9401709401709403,0.12820512820512822,0.5555555555555556,0.05935519188642502,0.2136752136752137,0.29914529914529914,True,34.0,40.0,34.0,63.0,27.0,28.0,39.1,27.0,True
Albert Guðmundsson,0.0,0.0,0.0,0.0,0.0,39.0,68.0,8.0,11.0,11.0,47.0,21.0,125.0,17.0,48.0,43.0,7.0,35.0,1875.0,11.0,5,39.1,39.1,28.0,ITA-Serie A,Fiorentina,"FW,MF",2,14500000.0,24700000.0,2029.0,87.0,86.0,79.0,71.0,80.0,70.0,75.0,CF,78.0,78.0,22.5,43.354430379747,86.7892374407225,17.208672086721002,0.0,,0.0,0.9974424552429667,0.5735294117647058,0.5370843989769821,3.19693094629156,0.43478260869565216,1.227621483375959,0.17902813299232737,1.0997442455242967,0.0,0.0,1.2020460358056266,0.2813299232736573,0.8951406649616368,0.0,0.2813299232736573,0.4092071611253197,True,71.0,5.0,41.0,41.0,32.0,69.0,39.1,5.0,False
Anthony Elanga,7.376328129321337,8.35542050935328,17.138541132211685,61.0,6.0,43.0,61.0,5.0,11.0,7.0,65.0,16.0,121.0,33.0,72.0,61.0,37.0,38.0,1947.0,6.0,12,42.5,42.5,23.0,ENG-Premier League,Newcastle,"FW,MF",2,24000000.0,47400000.0,2030.0,92.0,93.0,72.0,72.0,77.0,67.0,78.0,RM,79.0,82.0,38.24355971896949,45.487506552507,79.220523563321,6.818181818182,0.17356066186638439,0.12092341195608748,1.4352941176470588,1.011764705882353,0.7049180327868853,0.3764705882352941,2.847058823529412,0.7764705882352941,1.6941176470588235,0.8705882352941177,1.4352941176470588,0.1965981296318419,0.4032597913461573,1.5294117647058822,0.25882352941176473,0.8941176470588236,-1.3763281293213367,0.1411764705882353,0.4235294117647059,True,21.0,15.0,31.0,61.0,61.0,80.0,39.0,15.0,False
Brajan Gruda,4.544111154973507,5.34490623138845,12.698620829731226,32.0,4.0,21.0,33.0,4.0,9.0,3.0,40.0,9.0,68.0,24.0,24.0,39.0,8.0,34.0,856.0,4.0,7,24.0,16.0,21.0,ENG-Premier League,Brighton,"MF,FW",2,12500000.0,0.0,,76.0,78.0,68.0,62.0,65.0,51.0,74.0,CAM,75.0,85.0,35.4166666666665,47.7002164502165,78.3817126269955,11.363636363636552,0.18933796479056278,0.1420034735929221,1.3333333333333333,0.875,0.6363636363636364,0.375,2.8333333333333335,1.0,1.0,0.3333333333333333,1.625,0.22270442630785206,0.5291092012388011,1.6666666666666667,0.375,1.4166666666666667,-0.5441111549735069,0.16666666666666666,0.4583333333333333,True,39.0,11.0,34.0,44.0,74.0,50.0,38.8,11.0,True
Santiago Pierotti,8.030224877409637,5.465209469199181,14.667087408713996,64.0,5.0,53.0,65.0,5.0,8.0,10.0,47.0,42.0,261.0,129.0,36.0,111.0,102.0,61.0,2113.0,5.0,4,50.4,50.4,24.0,ITA-Serie A,Lecce,"MF,FW",2,2200000.0,4100000.0,2027.0,69.0,69.0,67.0,74.0,77.0,63.0,75.0,CAM,70.0,73.0,40.310559006210994,37.313388056836004,74.298406862745,7.7651515151515,0.15932985867876265,0.12547226370952558,1.2698412698412698,1.0515873015873016,0.8153846153846154,0.8333333333333334,5.178571428571429,2.5595238095238098,0.7142857142857143,2.0238095238095237,2.2023809523809526,0.10843669581744406,0.2910136390617857,0.9325396825396826,0.15873015873015872,1.2103174603174605,-3.030224877409637,0.09920634920634921,0.17857142857142858,True,22.0,22.0,93.0,25.0,30.0,31.0,38.6,22.0,False
Bamba Dieng,0.0,0.0,0.0,0.0,0.0,49.0,60.0,13.0,2.0,12.0,12.0,4.0,34.0,11.0,26.0,31.0,38.0,8.0,554.0,13.0,1,19.4,19.4,25.0,FRA-Ligue 1,Angers,FW,2,5500000.0,11400000.0,2029.0,80.0,82.0,74.0,69.0,69.0,72.0,75.0,ST,74.0,77.0,39.705882352941,36.677206093705,78.5260177369375,21.583850931677,0.0,,0.0,2.525773195876289,0.8166666666666667,0.2061855670103093,1.752577319587629,0.5670103092783506,1.3402061855670104,1.9587628865979383,1.597938144329897,0.0,0.0,0.6185567010309279,0.10309278350515465,0.4123711340206186,0.0,0.6701030927835052,0.7216494845360826,True,70.0,52.0,10.0,41.0,12.0,38.0,37.9,10.0,True
Gaetano Oristanio,8.092138422653079,2.9299946054816246,12.317715354263783,67.0,4.0,38.0,68.0,3.0,2.0,10.0,43.0,20.0,114.0,26.0,91.0,98.0,24.0,70.0,1308.0,4.0,3,35.2,35.2,22.0,ITA-Serie A,Parma,"FW,MF",2,4900000.0,0.0,,85.0,83.0,73.0,60.0,70.0,70.0,75.0,CAM,73.0,79.0,37.8351539225425,43.1332825590255,79.67999458764649,5.492424242424249,0.22989029609809883,0.12077818541273252,1.9034090909090908,1.0795454545454544,0.5588235294117647,0.5681818181818181,3.2386363636363633,0.7386363636363635,2.5852272727272725,0.6818181818181818,2.7840909090909087,0.08323848311027342,0.3499350952915847,1.221590909090909,0.056818181818181816,1.9886363636363635,-4.092138422653079,0.11363636363636363,0.19886363636363635,True,21.0,17.0,50.0,59.0,29.0,76.0,37.8,17.0,False
