player,us_np_xg,us_xa,us_xg_chain,us_shots,us_np_goals,ss_shotsFromInsideTheBox,ss_totalShots,ss_goalsFromInsideTheBox,ss_bigChancesCreated,ss_bigChancesMissed,ss_keyPasses,ss_possessionWonAttThird,ss_ballRecovery,ss_tackles,ss_wasFouled,ss_dispossessed,ss_aerialDuelsWon,ss_successfulDribbles,ss_touches,ss_goals,fb_ast,season_nineties,nineties,age,league,team,pos,seasons,fifa_value_eur,fifa_release_clause_eur,fifa_contract_end,fifa_pace,fifa_acceleration,fifa_finishing,fifa_strength,fifa_composure,fifa_heading_accuracy,fifa_attack_position,fifa_best_position,fifa_overall_rating,fifa_potential,ss_aerialDuelsWonPercentage,ss_groundDuelsWonPercentage,ss_accuratePassesPercentage,ss_goalConversionPercentage,npxg_p90,npxg_per_shot,shots_p90,box_shots_p90,box_share,press_p90,recov_p90,tackles_p90,fouled_p90,aerials_p90,disp_p90,xa_p90,chain_p90,keyp_p90,bcc_p90,dribbles_p90,np_g_minus_xg,goals_p90,ga_p90,is_nine,FINISH,BOX,PRESS,HOLDUP,LINK,RUN,FIT,FLOOR,thin
Rafa Mir,9.31771088205278,2.6447448674589396,14.425982078537345,96.0,8.0,68.0,96.0,8.0,5.0,17.0,13.0,16.0,55.0,28.0,23.0,33.0,31.0,7.0,1008.0,9.0,2,28.4,28.4,28.0,ESP-La Liga,Valencia,"FW,MF",2,6000000.0,0.0,,84.0,78.0,76.0,84.0,68.0,77.0,72.0,ST,75.0,75.0,33.480392156863,34.6491228070175,76.71875,7.64895330112735,0.3280884113398866,0.09705948835471645,3.3802816901408455,2.3943661971830985,0.7083333333333334,0.5633802816901409,1.9366197183098592,0.9859154929577465,0.8098591549295775,1.091549295774648,1.1619718309859155,0.09312481927672323,0.5079571154414558,0.45774647887323944,0.17605633802816903,0.24647887323943662,-1.3177108820527792,0.31690140845070425,0.38732394366197187,True,19.0,61.0,42.0,27.0,31.0,38.0,37.4,19.0,False
Lorenzo Colombo,13.60044851899147,4.536387652158736,22.810913474299014,122.0,11.0,86.0,122.0,11.0,7.0,17.0,40.0,28.0,127.0,51.0,96.0,101.0,115.0,43.0,1895.0,13.0,3,50.6,50.6,23.0,ITA-Serie A,Empoli,"FW,MF",2,4700000.0,9400000.0,2029.0,66.0,62.0,75.0,69.0,69.0,74.0,77.0,ST,72.0,79.0,31.22117090479,41.9097178943865,69.430652101953,10.6601731601735,0.2687835675690014,0.11147908622124156,2.411067193675889,1.699604743083004,0.7049180327868853,0.5533596837944664,2.509881422924901,1.007905138339921,1.8972332015810276,2.2727272727272725,1.9960474308300395,0.08965192988456,0.45080856668575126,0.7905138339920948,0.1383399209486166,0.849802371541502,-2.6004485189914703,0.25691699604743085,0.31620553359683795,True,30.0,39.0,46.0,48.0,27.0,20.0,37.3,20.0,False
Mathias Pereira Lage,0.0,0.0,0.0,0.0,0.0,50.0,79.0,2.0,13.0,13.0,47.0,24.0,143.0,75.0,60.0,41.0,85.0,25.0,1707.0,4.0,9,39.9,39.9,28.0,FRA-Ligue 1,Brest,"MF,FW",2,3100000.0,5600000.0,2028.0,84.0,78.0,69.0,64.0,68.0,68.0,74.0,RW,73.0,73.0,43.786795626577,47.881188899400996,69.78397747907451,5.10335917312665,0.0,,0.0,1.2531328320802007,0.6329113924050633,0.6015037593984962,3.5839598997493733,1.8796992481203008,1.5037593984962407,2.130325814536341,1.0275689223057645,0.0,0.0,1.1779448621553885,0.32581453634085217,0.6265664160401003,0.0,0.10025062656641605,0.32581453634085217,True,7.0,13.0,67.0,70.0,25.0,49.0,37.3,7.0,False
Nikola Štulić,4.71001955633983,2.100543244741857,6.266159004531801,33.0,3.0,24.0,33.0,4.0,2.0,4.0,20.0,12.0,39.0,12.0,26.0,18.0,50.0,4.0,549.0,4.0,0,19.0,19.0,23.0,ITA-Serie A,Lecce,FW,1,2500000.0,5000000.0,2029.0,56.0,44.0,75.0,79.0,66.0,73.0,74.0,ST,70.0,76.0,35.971223021583,40.20618556701,68.789808917197,12.121212121212,0.24789576612314895,0.14272786534363122,1.736842105263158,1.263157894736842,0.7272727272727273,0.631578947368421,2.0526315789473686,0.631578947368421,1.368421052631579,2.6315789473684212,0.9473684210526315,0.11055490761799247,0.329797842343779,1.0526315789473684,0.10526315789473684,0.21052631578947367,-1.7100195563398302,0.21052631578947367,0.21052631578947367,True,49.0,29.0,44.0,49.0,28.0,2.0,37.2,2.0,True
Mathias Honsak,6.067189423367382,2.5984112806618214,9.822511032223701,60.0,7.0,39.0,60.0,5.0,3.0,5.0,26.0,10.0,122.0,36.0,28.0,36.0,39.0,24.0,1311.0,7.0,2,27.0,27.0,28.0,GER-Bundesliga,Heidenheim,"MF,FW",2,2400000.0,4300000.0,2027.0,84.0,85.0,70.0,71.0,70.0,55.0,70.0,LM,72.0,72.0,45.0,42.297753925661,73.8766404199475,11.8464961067854,0.2247107193839771,0.1011198237227897,2.2222222222222223,1.4444444444444444,0.65,0.37037037037037035,4.518518518518518,1.3333333333333333,1.037037037037037,1.4444444444444444,1.3333333333333333,0.09623745483932672,0.36379670489717414,0.9629629629629629,0.1111111111111111,0.8888888888888888,0.932810576632618,0.25925925925925924,0.3333333333333333,True,24.0,27.0,48.0,49.0,27.0,62.0,37.1,24.0,False
Jørgen Strand Larsen,16.681553062051535,4.045188193209469,23.637788143008947,98.0,17.0,89.0,98.0,16.0,7.0,18.0,31.0,17.0,79.0,19.0,40.0,61.0,147.0,19.0,1622.0,18.0,5,54.3,44.3,25.0,ENG-Premier League,Wolves,FW,2,,,,,,,,,,,,,,39.667723376775996,26.3513513513515,64.845756331434,17.50841750841755,0.30721092195306693,0.1702199292046075,1.8047882136279927,1.6390423572744015,0.9081632653061225,0.3130755064456722,1.4548802946593002,0.34990791896869244,0.7366482504604052,2.707182320441989,1.1233885819521179,0.07449702013277108,0.43531838200753126,0.570902394106814,0.1289134438305709,0.34990791896869244,0.31844693794846535,0.33149171270718236,0.423572744014733,True,76.0,54.0,10.0,30.0,20.0,11.0,36.7,10.0,False
Ilyas Ansah,3.8260167790576816,1.5223449170589447,6.577519843354821,33.0,5.0,19.0,33.0,3.0,1.0,4.0,16.0,15.0,78.0,17.0,43.0,63.0,17.0,25.0,793.0,5.0,1,21.0,21.0,20.0,GER-Bundesliga,Union Berlin,"MF,FW",1,6500000.0,13000000.0,2030.0,83.0,82.0,74.0,80.0,58.0,65.0,75.0,ST,73.0,83.0,24.285714285714,36.681222707424,74.916387959866,15.151515151515,0.18219127519322292,0.11593990239568731,1.5714285714285714,0.9047619047619048,0.5757575757575758,0.7142857142857143,3.7142857142857144,0.8095238095238095,2.0476190476190474,0.8095238095238095,3.0,0.07249261509804499,0.31321523063594386,0.7619047619047619,0.047619047619047616,1.1904761904761905,1.1739832209423184,0.23809523809523808,0.2857142857142857,True,41.0,10.0,68.0,37.0,17.0,62.0,36.7,10.0,True
Lyle Foster,3.592184547334909,1.145955815911293,5.975080406293273,20.0,3.0,15.0,20.0,3.0,2.0,3.0,10.0,9.0,42.0,16.0,13.0,32.0,28.0,10.0,523.0,3.0,2,15.2,15.2,24.0,ENG-Premier League,Burnley,"FW,MF",1,4000000.0,7900000.0,2028.0,81.0,79.0,74.0,77.0,68.0,70.0,73.0,ST,73.0,75.0,28.571428571429,34.545454545455,70.0,15.0,0.2363279307457177,0.17960922736674545,1.3157894736842106,0.986842105263158,0.75,0.5921052631578948,2.763157894736842,1.0526315789473684,0.8552631578947368,1.842105263157895,2.1052631578947367,0.07539182999416402,0.3930973951508732,0.6578947368421053,0.13157894736842105,0.6578947368421053,-0.592184547334909,0.19736842105263158,0.32894736842105265,True,65.0,23.0,53.0,16.0,20.0,46.0,36.5,16.0,True
Andrea Pinamonti,17.943907929584384,3.6220212131738667,24.402752825058997,152.0,19.0,126.0,151.0,18.0,6.0,19.0,32.0,18.0,96.0,21.0,76.0,65.0,143.0,16.0,1818.0,19.0,4,60.099999999999994,60.099999999999994,26.0,ITA-Serie A,Sassuolo,FW,2,6500000.0,12200000.0,2027.0,69.0,70.0,78.0,68.0,62.0,78.0,74.0,ST,75.0,76.0,40.114533707498495,45.1596516690855,68.574481074481,12.5791139240505,0.29856751962702804,0.11805202585252884,2.5291181364392683,2.096505823627288,0.8344370860927153,0.2995008319467554,1.5973377703826956,0.34941763727121466,1.2645590682196342,2.3793677204658903,1.0815307820299502,0.060266575926353864,0.4060358207164559,0.5324459234608986,0.09983361064891848,0.2662229617304493,1.056092070415616,0.31613976705490854,0.38269550748752085,True,41.0,60.0,10.0,58.0,15.0,10.0,36.0,10.0,False
Eren Dinkçi,5.189162479713559,3.5644064471125603,13.216162528842688,43.0,3.0,27.0,43.0,3.0,6.0,5.0,34.0,15.0,136.0,46.0,11.0,24.0,10.0,27.0,1251.0,3.0,4,28.700000000000003,25.9,23.0,GER-Bundesliga,Heidenheim,"MF,FW",2,4800000.0,0.0,,85.0,84.0,74.0,59.0,75.0,64.0,74.0,CAM,73.0,79.0,29.285714285714498,40.776699029126,74.30068441562699,5.1724137931035,0.18080705504228428,0.1206781972026409,1.4982578397212543,0.940766550522648,0.627906976744186,0.5226480836236933,4.738675958188153,1.602787456445993,0.38327526132404177,0.3484320557491289,0.8362369337979093,0.1241953465892878,0.46049346790392637,1.1846689895470381,0.20905923344947733,0.940766550522648,-2.189162479713559,0.10452961672473866,0.2439024390243902,True,22.0,12.0,62.0,29.0,47.0,64.0,35.8,12.0,False
Goduine Koyalipou,9.144817044958472,1.2456885483115911,10.899056028574705,64.0,5.0,42.0,52.0,5.0,3.0,7.0,11.0,3.0,25.0,7.0,7.0,27.0,24.0,21.0,469.0,5.0,1,19.9,17.200000000000003,25.0,FRA-Ligue 1,Angers,FW,2,3100000.0,0.0,,75.0,73.0,73.0,78.0,68.0,71.0,73.0,ST,72.0,75.0,44.0650406504065,38.7700534759355,63.99782135076249,9.76190476190475,0.45953854497278757,0.14288776632747613,3.2160804020100504,2.1105527638190957,0.8076923076923077,0.15075376884422112,1.256281407035176,0.35175879396984927,0.35175879396984927,1.206030150753769,1.35678391959799,0.06259741448801966,0.5476912577173219,0.5527638190954774,0.15075376884422112,1.0552763819095479,-4.144817044958472,0.2512562814070352,0.30150753768844224,True,39.0,72.0,4.0,33.0,23.0,38.0,35.7,4.0,True
Gauthier Hein,3.4557200483977795,4.457953127101064,9.394331835210323,44.0,3.0,27.0,44.0,7.0,7.0,2.0,58.0,15.0,99.0,18.0,17.0,36.0,7.0,9.0,1847.0,8.0,7,26.1,26.1,28.0,FRA-Ligue 1,Metz,"MF,FW",1,7500000.0,15000000.0,2028.0,77.0,78.0,74.0,46.0,73.0,38.0,75.0,CAM,76.0,76.0,35.0,34.375,89.825783972125,18.181818181818,0.13240306698842066,0.07853909200904044,1.685823754789272,1.0344827586206895,0.6136363636363636,0.5747126436781609,3.7931034482758617,0.689655172413793,0.6513409961685823,0.2681992337164751,1.379310344827586,0.17080280180463844,0.35993608564024226,2.2222222222222223,0.2681992337164751,0.3448275862068965,-0.45572004839777946,0.3065134099616858,0.5747126436781609,True,36.0,10.0,55.0,23.0,63.0,29.0,35.3,10.0,False
Javi Puado,11.581855541095138,3.927182560786605,16.551777381449938,86.0,8.0,54.0,86.0,13.0,7.0,18.0,32.0,15.0,138.0,26.0,33.0,38.0,11.0,26.0,1376.0,14.0,4,40.5,40.5,27.0,ESP-La Liga,Espanyol,"MF,FW",2,,,,,,,,,,,,,,19.230769230769,38.030095759234,81.725423994975,15.1173708920185,0.2859717417554355,0.13467273884994346,2.123456790123457,1.3333333333333333,0.627906976744186,0.37037037037037035,3.4074074074074074,0.6419753086419753,0.8148148148148148,0.2716049382716049,0.9382716049382716,0.0969674706367063,0.4086858612703688,0.7901234567901234,0.1728395061728395,0.6419753086419753,-3.5818555410951376,0.345679012345679,0.4444444444444444,True,56.0,29.0,33.0,25.0,34.0,36.0,35.2,25.0,False
Carlos Martín,3.629629352129996,3.1670682169497018,6.5066955694928765,35.0,2.0,25.0,35.0,2.0,4.0,2.0,16.0,7.0,74.0,54.0,33.0,24.0,22.0,13.0,879.0,2.0,2,19.8,19.8,23.0,ESP-La Liga,Rayo Vallecano,"MF,FW",2,3200000.0,0.0,,76.0,74.0,73.0,69.0,62.0,63.0,67.0,ST,70.0,77.0,42.857142857143,39.6806282722515,75.503421309873,3.84615384615385,0.18331461374393918,0.10370369577514274,1.7676767676767675,1.2626262626262625,0.7142857142857143,0.35353535353535354,3.7373737373737375,2.727272727272727,1.6666666666666665,1.1111111111111112,1.2121212121212122,0.15995294024998494,0.32862098835822606,0.8080808080808081,0.20202020202020202,0.6565656565656566,-1.6296293521299958,0.10101010101010101,0.20202020202020202,True,13.0,22.0,47.0,58.0,39.0,32.0,35.1,13.0,True
Jan Thielmann,2.051962135359645,0.9982307981699704,7.126834977418184,27.0,3.0,22.0,28.0,3.0,1.0,3.0,14.0,6.0,61.0,18.0,23.0,16.0,19.0,8.0,727.0,3.0,1,17.1,17.1,23.0,GER-Bundesliga,Köln,"MF,FW",1,3500000.0,6600000.0,2028.0,81.0,84.0,69.0,58.0,62.0,60.0,67.0,RM,72.0,77.0,55.882352941176,46.601941747573,75.12315270936,10.714285714286,0.11999778569354648,0.07599859760591278,1.5789473684210524,1.286549707602339,0.7857142857142857,0.3508771929824561,3.567251461988304,1.0526315789473684,1.3450292397660817,1.111111111111111,0.935672514619883,0.058376070068419314,0.41677397528761306,0.8187134502923976,0.05847953216374269,0.4678362573099415,0.9480378646403551,0.17543859649122806,0.23391812865497075,True,15.0,24.0,38.0,73.0,21.0,45.0,35.0,15.0,True
Amin Sarr,6.41194935888052,3.489425959996879,12.441402991302311,42.0,4.0,30.0,42.0,3.0,3.0,6.0,37.0,15.0,82.0,37.0,42.0,47.0,104.0,24.0,1245.0,4.0,2,33.4,33.4,24.0,ITA-Serie A,Hellas Verona,"FW,MF",2,2900000.0,5400000.0,2029.0,85.0,86.0,68.0,71.0,65.0,64.0,68.0,ST,71.0,76.0,38.894230769231,41.605473965287004,73.0751064653505,8.695652173913,0.1919745317030096,0.15266546092572666,1.25748502994012,0.8982035928143713,0.7142857142857143,0.44910179640718567,2.4550898203592815,1.1077844311377245,1.25748502994012,3.1137724550898205,1.407185628742515,0.10447383113763112,0.3724970955479734,1.1077844311377245,0.08982035928143713,0.718562874251497,-2.41194935888052,0.11976047904191617,0.17964071856287425,True,36.0,16.0,38.0,46.0,30.0,62.0,34.7,16.0,False
Abdou Harroui,2.8633879851549864,1.7310461425222456,7.655804647598416,27.0,1.0,16.0,27.0,2.0,2.0,2.0,19.0,11.0,69.0,36.0,4.0,24.0,9.0,17.0,859.0,2.0,2,15.2,15.2,27.0,ITA-Serie A,Hellas Verona,"MF,FW",2,2000000.0,3600000.0,2028.0,69.0,72.0,65.0,66.0,72.0,57.0,71.0,CAM,71.0,71.0,29.7916666666665,38.744680851064004,81.864016767064,7.5,0.1883807884970386,0.10605140685759208,1.7763157894736843,1.0526315789473684,0.5925925925925926,0.7236842105263158,4.5394736842105265,2.368421052631579,0.2631578947368421,0.5921052631578948,1.5789473684210527,0.11388461463962143,0.5036713583946326,1.25,0.13157894736842105,1.118421052631579,-1.8633879851549864,0.13157894736842105,0.2631578947368421,True,13.0,13.0,84.0,18.0,48.0,31.0,34.6,13.0,True
Samuel Chukwueze,5.124004602432251,5.98281832691282,14.005427883937955,57.0,6.0,19.0,32.0,3.0,5.0,1.0,27.0,9.0,39.0,17.0,13.0,11.0,7.0,27.0,625.0,3.0,6,22.6,22.3,26.0,ITA-Serie A,Milan,"MF,FW",2,19000000.0,0.0,,87.0,89.0,75.0,58.0,72.0,44.0,77.0,LW,79.0,79.0,20.5882352941175,66.2626262626265,84.13867822318551,4.6875,0.22672586736425887,0.08989481758653071,2.5221238938053094,0.8407079646017699,0.59375,0.3982300884955752,1.725663716814159,0.7522123893805309,0.5752212389380531,0.30973451327433627,0.48672566371681414,0.26472647464216015,0.6197091984043342,1.1946902654867255,0.22123893805309733,1.1946902654867255,0.875995397567749,0.1327433628318584,0.3982300884955752,True,13.0,14.0,23.0,44.0,73.0,78.0,34.4,13.0,True
Ransford Königsdörffer,7.340213228948414,1.2930769845843315,10.459908859804273,65.0,5.0,53.0,65.0,4.0,0.0,11.0,20.0,10.0,53.0,6.0,32.0,25.0,46.0,15.0,805.0,5.0,1,25.9,25.9,23.0,GER-Bundesliga,Hamburger SV,"FW,MF",1,3200000.0,6400000.0,2029.0,81.0,85.0,70.0,64.0,66.0,68.0,69.0,ST,70.0,77.0,39.655172413793,40.458015267176,70.560747663551,7.6923076923077,0.28340591617561445,0.11292635736843715,2.50965250965251,2.0463320463320462,0.8153846153846154,0.3861003861003861,2.0463320463320462,0.23166023166023167,1.2355212355212355,1.776061776061776,0.9652509652509653,0.04992575230055334,0.40385748493452794,0.7722007722007722,0.0,0.5791505791505792,-2.3402132289484143,0.19305019305019305,0.23166023166023167,True,18.0,57.0,18.0,49.0,15.0,50.0,34.0,15.0,False
Amine Sbai,3.5869993288069963,2.760798776522279,8.644016150385141,34.0,3.0,22.0,34.0,2.0,4.0,4.0,29.0,13.0,74.0,20.0,24.0,43.0,3.0,37.0,1011.0,3.0,1,20.2,20.2,24.0,FRA-Ligue 1,Angers,"MF,FW",1,3000000.0,6200000.0,2027.0,76.0,74.0,65.0,56.0,69.0,38.0,71.0,RM,72.0,74.0,20.0,38.028169014085,72.145328719723,8.8235294117647,0.17757422419836616,0.1054999802590293,1.6831683168316833,1.0891089108910892,0.6470588235294118,0.6435643564356436,3.6633663366336635,0.9900990099009901,1.188118811881188,0.1485148514851485,2.128712871287129,0.13667320675852865,0.42792159160322485,1.4356435643564356,0.19801980198019803,1.8316831683168318,-0.5869993288069963,0.1485148514851485,0.19801980198019803,True,15.0,15.0,64.0,22.0,50.0,50.0,33.8,15.0,True
Sekou Mara,5.191138656809926,2.2091533560305834,7.708695709705353,52.0,4.0,37.0,52.0,4.0,3.0,3.0,14.0,8.0,46.0,22.0,43.0,40.0,54.0,28.0,820.0,4.0,3,22.1,22.1,23.0,FRA-Ligue 1,Strasbourg,"FW,MF",2,3300000.0,0.0,,76.0,77.0,70.0,73.0,68.0,73.0,69.0,ST,70.0,77.0,42.452574525745,44.2285714285715,71.4845465683445,7.17703349282295,0.23489315189185184,0.09982958955403703,2.352941176470588,1.67420814479638,0.7115384615384616,0.36199095022624433,2.0814479638009047,0.9954751131221719,1.9457013574660633,2.443438914027149,1.8099547511312215,0.09996169031812593,0.3488097606201517,0.6334841628959276,0.13574660633484162,1.2669683257918551,-1.191138656809926,0.18099547511312217,0.3167420814479638,True,13.0,37.0,26.0,63.0,23.0,47.0,33.8,13.0,True
Endrick,8.643455516546965,5.211985297501087,14.533445455133915,73.0,5.0,17.0,24.0,1.0,1.0,5.0,4.0,1.0,7.0,1.0,10.0,3.0,6.0,5.0,148.0,1.0,7,17.6,17.5,19.0,ESP-La Liga,Real Madrid,FW,2,30000000.0,0.0,,87.0,88.0,78.0,74.0,79.0,70.0,76.0,ST,78.0,89.0,30.0,70.0,40.1408450704225,2.08333333333335,0.49110542707653204,0.11840350022667075,4.1477272727272725,0.9659090909090908,0.7083333333333334,0.056818181818181816,0.3977272727272727,0.056818181818181816,0.5681818181818181,0.3409090909090909,0.17045454545454544,0.2961355282671072,0.825763946314427,0.22727272727272727,0.056818181818181816,0.28409090909090906,-3.6434555165469646,0.056818181818181816,0.45454545454545453,True,24.0,39.0,1.0,48.0,52.0,56.0,33.5,1.0,True
Bryan Zaragoza,4.434812248684466,6.633746693842113,13.690720867365599,68.0,1.0,45.0,68.0,2.0,8.0,2.0,54.0,10.0,87.0,23.0,56.0,20.0,3.0,84.0,1496.0,2.0,7,34.5,33.0,23.0,ESP-La Liga,Celta Vigo,"FW,MF",2,16500000.0,0.0,,82.0,85.0,72.0,33.0,58.0,42.0,70.0,RM,77.0,83.0,14.5833333333335,46.536271808999004,75.0833599622105,3.1135531135531,0.12854528257056422,0.06521782718653626,1.9710144927536233,1.3043478260869565,0.6617647058823529,0.2898550724637681,2.5217391304347827,0.6666666666666666,1.6231884057971016,0.08695652173913043,0.5797101449275363,0.1922825128649888,0.3968324889091478,1.565217391304348,0.2318840579710145,2.4347826086956523,-3.434812248684466,0.057971014492753624,0.2608695652173913,True,5.0,17.0,22.0,57.0,58.0,74.0,33.2,5.0,False
Adrián Liso,2.757198302075267,0.1507773920893669,3.0900558568537235,26.0,3.0,15.0,26.0,1.0,0.0,2.0,4.0,12.0,53.0,28.0,43.0,26.0,36.0,15.0,669.0,3.0,0,18.9,18.9,20.0,ESP-La Liga,Getafe,"FW,MF",1,5000000.0,0.0,,83.0,82.0,69.0,75.0,63.0,62.0,74.0,LM,72.0,83.0,30.508474576271,43.147208121827,68.978102189781,11.538461538462,0.14588350804631042,0.10604608854135641,1.3756613756613758,0.7936507936507937,0.5769230769230769,0.634920634920635,2.8042328042328046,1.4814814814814816,2.2751322751322753,1.9047619047619049,1.3756613756613758,0.007977639793088197,0.1634950188811494,0.21164021164021166,0.0,0.7936507936507937,0.24280169792473316,0.15873015873015875,0.15873015873015875,True,24.0,6.0,62.0,58.0,4.0,54.0,32.9,4.0,True
Hwang Hee-chan,2.6996215488761672,2.166634211316705,7.171300148591399,24.0,3.0,14.0,24.0,3.0,4.0,2.0,18.0,11.0,85.0,16.0,27.0,21.0,9.0,11.0,899.0,4.0,2,23.400000000000002,23.400000000000002,29.0,ENG-Premier League,Wolves,"MF,FW",2,4200000.0,8000000.0,2028.0,80.0,85.0,76.0,68.0,78.0,68.0,76.0,CF,74.0,74.0,27.5,36.4191037239635,79.49735449735451,25.263157894737,0.11536844225966525,0.11248423120317363,1.0256410256410255,0.5982905982905983,0.5833333333333334,0.47008547008547,3.632478632478632,0.6837606837606837,1.1538461538461537,0.3846153846153846,0.8974358974358974,0.092591205611825,0.3064658183158717,0.7692307692307692,0.17094017094017092,0.47008547008547,0.30037845112383277,0.17094017094017092,0.2564102564102564,True,52.0,4.0,44.0,34.0,27.0,44.0,32.3,4.0,True
Habib Diallo,5.168040789663792,0.7432543095201254,6.45493212621659,38.0,4.0,30.0,38.0,3.0,0.0,5.0,12.0,8.0,39.0,9.0,29.0,26.0,72.0,13.0,545.0,4.0,1,21.2,21.2,30.0,FRA-Ligue 1,Metz,FW,1,2300000.0,4600000.0,2028.0,71.0,69.0,71.0,81.0,61.0,77.0,72.0,ST,72.0,72.0,49.315068493151,44.347826086957,66.666666666667,10.526315789474,0.24377550894640526,0.13600107341220505,1.7924528301886793,1.4150943396226416,0.7894736842105263,0.37735849056603776,1.839622641509434,0.42452830188679247,1.3679245283018868,3.3962264150943398,1.2264150943396226,0.03505916554340214,0.3044779304819146,0.5660377358490566,0.0,0.6132075471698113,-1.1680407896637917,0.18867924528301888,0.2358490566037736,True,37.0,36.0,17.0,65.0,7.0,21.0,32.2,7.0,True
Arthur Atta,5.778392489999533,4.999579049646854,19.33616640418768,83.0,5.0,46.0,83.0,4.0,7.0,5.0,52.0,21.0,168.0,47.0,46.0,88.0,35.0,90.0,2549.0,5.0,4,42.3,42.3,22.0,ITA-Serie A,Udinese,"MF,FW",2,9500000.0,19000000.0,2029.0,72.0,70.0,66.0,72.0,76.0,60.0,70.0,CAM,74.0,82.0,44.451871657754,44.3439278428,82.7697159762545,4.3859649122807,0.13660502340424427,0.06961918662650039,1.9621749408983453,1.0874704491725768,0.5542168674698795,0.4964539007092199,3.9716312056737593,1.1111111111111112,1.0874704491725768,0.8274231678486998,2.080378250591017,0.11819335814767978,0.45711977314864494,1.2293144208037825,0.16548463356973997,2.127659574468085,-0.7783924899995327,0.1182033096926714,0.2127659574468085,True,2.0,10.0,53.0,46.0,48.0,44.0,31.7,2.0,False
Mamadou Sylla,1.99993778206408,0.9637680817395448,3.720175037160516,22.0,1.0,19.0,22.0,5.0,2.0,3.0,14.0,4.0,35.0,9.0,32.0,20.0,42.0,5.0,477.0,5.0,1,17.6,17.6,30.0,ESP-La Liga,Valladolid,"FW,MF",1,,,,,,,,,,,,,,41.176470588235,48.913043478261,65.037593984962,22.727272727273,0.11363282852636818,0.09090626282109454,1.25,1.0795454545454544,0.8636363636363636,0.22727272727272727,1.9886363636363635,0.5113636363636364,1.8181818181818181,2.3863636363636362,1.1363636363636362,0.05475955009883777,0.21137358165684747,0.7954545454545454,0.11363636363636363,0.28409090909090906,-0.99993778206408,0.28409090909090906,0.3409090909090909,True,46.0,23.0,12.0,74.0,14.0,7.0,31.6,7.0,True
Henrik Meister,5.431095716543496,1.0261001698672771,7.806203553453088,22.0,3.0,19.0,20.0,2.0,1.0,9.0,5.0,6.0,29.0,5.0,17.0,26.0,33.0,13.0,378.0,2.0,0,17.5,17.5,21.0,FRA-Ligue 1,Rennes,FW,2,2900000.0,5800000.0,2028.0,72.0,70.0,69.0,82.0,64.0,67.0,70.0,ST,69.0,76.0,42.307692307692,31.25,64.102564102564,10.0,0.3103483266596283,0.24686798711561345,1.2571428571428571,1.0857142857142856,0.95,0.34285714285714286,1.6571428571428573,0.2857142857142857,0.9714285714285714,1.8857142857142857,1.4857142857142858,0.05863429542098727,0.4460687744830336,0.2857142857142857,0.05714285714285714,0.7428571428571429,-2.4310957165434957,0.11428571428571428,0.11428571428571428,True,56.0,43.0,12.0,32.0,13.0,26.0,31.5,12.0,True
Jon Guridi,5.218675612471998,1.6836679391562939,11.24938383884728,39.0,2.0,31.0,39.0,3.0,2.0,6.0,28.0,14.0,150.0,68.0,22.0,24.0,70.0,17.0,1636.0,3.0,1,36.900000000000006,36.900000000000006,30.0,ESP-La Liga,Alavés,"MF,FW",2,,,,,,,,,,,,,,42.621259029928,43.4315684315685,78.9376401718175,6.25,0.14142752337322484,0.13381219519158968,1.0569105691056908,0.8401084010840107,0.7948717948717948,0.37940379403794033,4.0650406504065035,1.8428184281842817,0.5962059620596205,1.8970189701897016,0.6504065040650405,0.04562785742970985,0.3048613506462677,0.7588075880758807,0.054200542005420044,0.4607046070460704,-3.2186756124719977,0.08130081300813007,0.10840108401084009,True,29.0,17.0,50.0,47.0,16.0,21.0,31.3,16.0,False
Martin Satriano,5.176907339133322,2.6399495899677277,9.604317327030003,40.0,6.0,31.0,40.0,4.0,5.0,1.0,17.0,9.0,59.0,26.0,32.0,39.0,46.0,26.0,804.0,6.0,1,26.5,18.8,24.0,FRA-Ligue 1,Lens,FW,2,8000000.0,17400000.0,2030.0,74.0,69.0,77.0,79.0,69.0,73.0,77.0,ST,75.0,79.0,43.4684684684685,42.656537753223,64.479813664596,8.5714285714285,0.19535499392955932,0.12942268347833305,1.509433962264151,1.169811320754717,0.775,0.33962264150943394,2.2264150943396226,0.9811320754716981,1.2075471698113207,1.7358490566037736,1.471698113207547,0.0996207392440652,0.3624270689445284,0.6415094339622641,0.18867924528301888,0.9811320754716981,0.8230926608666778,0.22641509433962265,0.2641509433962264,True,34.0,24.0,25.0,50.0,24.0,32.0,31.2,24.0,False
